FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/07/2021;ES41;2=;979;1169;1135;899;1031;1103;1023;858;690;539;390;345
01/07/2021;ES42;1-;114;43;47;44;58;197;503;839;815;747;782;853
01/07/2021;ES42;1=;897;928;858;774;800;904;862;850;758;381;336;260
01/07/2021;ES42;2-;108;45;45;21;45;172;590;929;1000;890;829;856
01/07/2021;ES42;2=;817;929;821;724;825;810;875;708;530;291;288;241
01/07/2021;ES43;1-;25;8;0;6;15;30;123;378;463;420;294;283
01/07/2021;ES43;1=;251;226;213;193;201;200;246;245;250;171;123;59
01/07/2021;ES43;2-;213;102;48;49;37;41;115;308;499;470;494;487
01/07/2021;ES43;2=;542;630;693;636;569;546;693;669;620;506;414;275
01/07/2021;ES44;1-;376;162;126;95;140;466;1004;1689;1965;1893;2025;2140
01/07/2021;ES44;1=;2209;2337;2175;2092;2124;2229;2314;1913;1496;914;774;684
01/07/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES45;1-;432;182;143;91;125;498;1462;2071;2124;1960;1855;1999
01/07/2021;ES45;1=;2048;2113;1939;2001;2087;2007;2147;1962;1576;1079;1026;948
01/07/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2021;ES46;1-;147;80;93;84;213;500;790;749;780;783;836;861
01/07/2021;ES46;1=;930;979;764;724;930;1000;964;998;672;477;367;216
01/07/2021;ES46;2-;153;81;58;81;120;312;628;773;910;784;801;809
01/07/2021;ES46;2=;816;878;805;838;895;981;942;878;637;555;435;261
01/07/2021;ES47;1-;236;145;108;84;129;453;889;1169;1080;1020;1092;1078
01/07/2021;ES47;1=;1113;1096;1020;1092;1081;1054;1107;1034;904;800;590;475
01/07/2021;ES47;2-;220;148;122;112;163;376;766;885;976;951;991;995
01/07/2021;ES47;2=;996;1024;1023;1012;1029;1034;927;954;857;659;508;430
01/07/2021;ES48;1-;101;50;47;27;154;832;1885;2010;1459;1033;950;926
01/07/2021;ES48;1=;874;990;833;745;806;927;777;709;607;479;290;198
01/07/2021;ES48;2-;111;69;60;61;100;275;481;594;608;690;853;741
01/07/2021;ES48;2=;813;1190;1167;814;892;996;948;791;654;434;308;169
01/07/2021;ES49;1-;125;81;51;41;52;270;981;1107;887;812;807;850
01/07/2021;ES49;1=;843;778;702;736;761;730;714;710;596;411;391;389
01/07/2021;ES49;2-;125;55;51;31;28;38;73;221;348;469;485;463
01/07/2021;ES49;2=;434;474;665;754;519;468;563;693;508;424;266;140
01/07/2021;ES50;1-;140;101;81;48;34;19;58;154;252;282;313;336
01/07/2021;ES50;1=;332;382;383;343;314;311;343;355;330;299;207;169
01/07/2021;ES50;2-;134;74;57;46;31;44;107;235;548;633;503;524
01/07/2021;ES50;2=;477;414;439;461;455;490;519;492;368;302;296;192
01/07/2021;ES51;1-;140;71;61;39;43;33;91;249;444;514;520;567
01/07/2021;ES51;1=;549;524;495;579;492;477;551;571;448;411;214;189
01/07/2021;ES51;2-;93;64;39;45;18;37;90;190;392;419;360;426
01/07/2021;ES51;2=;332;405;389;322;352;391;388;421;386;265;184;160
01/07/2021;ES52;1-;189;95;50;48;36;49;83;257;685;969;707;618
01/07/2021;ES52;1=;638;692;765;652;669;688;691;793;641;487;345;268
01/07/2021;ES52;2-;106;58;33;34;40;35;83;247;455;420;444;376
01/07/2021;ES52;2=;366;405;475;347;301;361;415;389;385;295;187;135
01/07/2021;ES53;1-;131;63;2;37;21;38;71;148;212;236;263;254
01/07/2021;ES53;1=;266;292;251;252;238;300;316;290;300;249;167;159
01/07/2021;ES53;2-;155;88;46;75;57;97;279;439;443;449;475;470
01/07/2021;ES53;2=;432;472;484;425;444;463;505;469;485;411;334;237
01/07/2021;ES54;1-;87;42;0;26;19;43;118;229;240;272;262;255
01/07/2021;ES54;1=;240;244;251;197;279;240;267;274;264;213;173;121
01/07/2021;ES54;2-;131;63;0;35;26;27;79;184;255;294;281;323
01/07/2021;ES54;2=;310;313;323;331;313;357;392;384;386;319;273;174
01/07/2021;ES55;1-;74;32;1;21;12;31;81;173;253;291;273;273
01/07/2021;ES55;1=;313;291;271;248;269;298;299;342;307;197;178;104
01/07/2021;ES55;2-;51;18;48;13;21;31;83;163;194;209;261;269
01/07/2021;ES55;2=;252;279;227;208;229;248;245;299;233;209;147;81
01/07/2021;ES56;1-;37;25;16;20;44;116;321;449;393;327;396;389
01/07/2021;ES56;1=;419;505;582;403;463;569;500;389;305;212;172;88
01/07/2021;ES56;2-;51;46;66;62;73;320;818;809;647;455;436;473
01/07/2021;ES56;2=;493;566;381;351;376;428;435;385;322;239;185;139
01/07/2021;ES57;1-;47;25;19;22;49;171;504;642;555;520;641;593
01/07/2021;ES57;1=;634;717;653;613;625;717;678;649;485;323;240;173
01/07/2021;ES57;2-;41;25;11;13;39;153;435;688;708;609;550;555
01/07/2021;ES57;2=;601;703;646;621;605;644;650;661;484;300;187;90
01/07/2021;ES58;1-;45;15;13;19;50;122;277;393;333;333;362;367
01/07/2021;ES58;1=;364;400;441;328;392;444;431;398;262;197;162;97
01/07/2021;ES58;2-;25;15;9;7;24;54;147;240;229;206;244;289
01/07/2021;ES58;2=;264;287;250;250;263;279;310;306;276;173;131;61
01/07/2021;ES59;1-;37;29;15;13;38;116;201;187;228;245;253;286
01/07/2021;ES59;1=;255;245;237;235;311;311;323;259;207;193;116;65
01/07/2021;ES59;2-;23;21;89;16;32;123;207;194;218;186;214;156
01/07/2021;ES59;2=;181;205;176;162;174;205;195;155;184;103;71;114
01/07/2021;ES60;1-;56;29;26;19;59;156;522;738;722;617;636;607
01/07/2021;ES60;1=;519;489;419;482;530;600;524;459;325;190;134;104
01/07/2021;ES60;2-;84;40;28;26;36;97;254;448;513;540;547;633
01/07/2021;ES60;2=;629;685;629;506;610;637;658;669;460;321;215;155
02/07/2021;ES01;1-;506;204;170;95;132;627;1700;2033;1863;1561;1779;1835
02/07/2021;ES01;1=;1977;2435;1876;1441;1548;1162;1002;1107;1026;781;809;887
02/07/2021;ES01;2-;385;196;218;95;101;318;694;1318;1290;1260;1390;1387
02/07/2021;ES01;2=;1476;1601;1452;1350;1459;1267;1066;1184;1329;818;733;700
02/07/2021;ES02;1-;497;427;277;178;168;114;168;448;669;719;699;685
02/07/2021;ES02;1=;616;679;602;498;593;615;587;597;601;667;593;525
02/07/2021;ES02;2-;612;441;324;205;184;182;500;949;1120;1029;1026;1021
02/07/2021;ES02;2=;1029;1019;1006;974;980;1008;924;878;909;1006;900;803
02/07/2021;ES03;1-;423;258;184;112;98;140;417;1471;2007;2067;1856;1852
02/07/2021;ES03;1=;1832;1737;2076;1953;1706;1688;1489;1148;1142;1470;865;600
02/07/2021;ES03;2-;400;259;143;109;79;76;175;457;841;1148;1293;1345
02/07/2021;ES03;2=;1544;1744;1907;1966;1425;1423;1230;861;911;999;722;502
02/07/2021;ES04;1-;320;202;98;76;71;67;212;888;1029;1052;871;851
02/07/2021;ES04;1=;849;861;916;956;770;842;763;633;673;803;471;419
02/07/2021;ES04;2-;196;129;61;70;53;49;89;252;523;543;543;658
02/07/2021;ES04;2=;761;839;947;901;731;706;621;439;388;527;296;186
02/07/2021;ES05;1-;1519;1109;646;495;374;334;562;1170;1568;1821;2035;2399
02/07/2021;ES05;1=;2543;3133;3514;3436;3203;2953;2785;2280;2194;2294;1855;1593
02/07/2021;ES05;2-;715;355;247;179;158;366;1189;2356;2475;2390;2237;2160
02/07/2021;ES05;2=;2108;2250;2232;2136;1826;2025;1881;1621;1675;1819;1278;914
02/07/2021;ES06;1-;139;90;54;48;64;180;1015;1162;660;637;735;795
02/07/2021;ES06;1=;772;808;737;664;693;698;691;699;645;416;320;299
02/07/2021;ES06;2-;103;45;33;30;36;139;418;649;613;681;678;738
02/07/2021;ES06;2=;774;1101;1078;591;709;539;438;512;494;273;246;255
02/07/2021;ES07;1-;861;448;264;195;176;261;936;2197;2832;2297;2104;2261
02/07/2021;ES07;1=;2613;3360;4687;4788;4073;3655;3462;3181;3038;2688;1982;1380
02/07/2021;ES07;2-;408;191;114;108;204;630;4404;5428;4318;3753;2915;2631
02/07/2021;ES07;2=;2525;2873;3700;3272;2890;2928;2955;2931;2980;2472;1413;959
02/07/2021;ES08;1-;825;732;587;418;406;336;324;592;758;892;943;871
02/07/2021;ES08;1=;818;840;875;824;936;899;922;853;999;1058;929;893
02/07/2021;ES08;2-;764;665;479;316;339;303;327;548;761;916;923;899
02/07/2021;ES08;2=;966;974;889;873;840;924;848;850;911;929;958;891
02/07/2021;ES09;1-;548;486;357;253;234;217;303;439;659;744;932;948
02/07/2021;ES09;1=;915;952;1026;922;918;852;812;856;836;888;714;654
02/07/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES10;2-;227;141;96;72;91;176;431;649;561;585;557;599
02/07/2021;ES10;2=;645;661;676;641;656;628;628;596;565;620;456;375
02/07/2021;ES11;1-;926;574;239;112;67;141;696;4192;6411;6143;5392;4222
02/07/2021;ES11;1=;4171;4027;4886;5647;4979;3940;4473;4459;4267;3936;2977;1820
02/07/2021;ES11;2-;177;176;39;5;10;2;10;182;714;950;799;685
02/07/2021;ES11;2=;937;4199;4958;4705;4612;4415;4940;4088;3268;2128;1304;468
02/07/2021;ES12;1-;841;443;358;229;364;935;1841;1883;2086;1871;1578;1456
02/07/2021;ES12;1=;1202;460;712;1621;1660;1813;1674;1697;1880;1478;1412;1464
02/07/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES13;1-;461;245;178;135;154;386;1013;1426;1428;1389;1505;1447
02/07/2021;ES13;1=;1447;1577;1468;1391;1401;1197;1199;1208;1404;955;808;788
02/07/2021;ES13;2-;585;344;256;181;162;392;1013;1574;1581;1538;1650;1669
02/07/2021;ES13;2=;1898;1949;1669;1565;1457;1295;1218;1330;1459;1026;985;1004
02/07/2021;ES14;1-;63;33;31;20;16;57;195;387;384;424;412;408
02/07/2021;ES14;1=;367;363;302;313;337;289;214;261;229;137;124;137
02/07/2021;ES14;2-;58;19;17;10;4;26;125;198;257;280;307;333
02/07/2021;ES14;2=;318;387;340;252;248;225;178;196;177;120;114;94
02/07/2021;ES15;1-;96;45;32;32;57;202;737;914;784;686;774;735
02/07/2021;ES15;1=;839;1062;948;692;725;549;432;463;504;304;228;229
02/07/2021;ES15;2-;79;25;35;14;38;117;479;784;808;670;703;731
02/07/2021;ES15;2=;704;827;661;526;622;463;370;356;397;249;182;200
02/07/2021;ES16;1-;458;247;224;134;115;277;956;1272;1324;1414;1609;1587
02/07/2021;ES16;1=;1642;1624;1564;1482;1483;1291;1183;1295;1226;874;817;863
02/07/2021;ES16;2-;343;217;148;128;124;407;1210;1610;1519;1415;1393;1401
02/07/2021;ES16;2=;1373;1402;1249;1149;1193;1054;976;1085;1164;784;612;557
02/07/2021;ES17;1-;589;329;220;194;274;1047;2609;2874;2904;2667;2767;2559
02/07/2021;ES17;1=;2547;2506;2132;2234;2537;2063;1887;2106;2429;1483;1210;1274
02/07/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES18;1-;134;65;58;28;32;195;867;1135;984;829;821;789
02/07/2021;ES18;1=;751;815;645;657;642;485;465;467;483;316;259;306
02/07/2021;ES18;2-;241;87;66;30;36;83;235;473;626;643;789;850
02/07/2021;ES18;2=;920;1400;1426;759;845;614;605;651;721;491;387;401
02/07/2021;ES19;1-;239;145;118;115;115;193;513;765;871;840;963;884
02/07/2021;ES19;1=;906;1116;956;855;832;694;677;728;725;489;472;425
02/07/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/2021;ES20;1-;4255;2965;1602;984;858;720;1301;4009;7954;8702;8177;8380
02/07/2021;ES20;1=;9227;9999;9999;9999;9999;9999;9999;9309;7903;8203;8404;5986
02/07/2021;ES20;2-;3809;2496;1224;710;566;870;2486;9438;9999;9999;9999;9095
02/07/2021;ES20;2=;9023;9285;9999;9999;9237;7524;9487;8258;7325;7359;7755;5242
02/07/2021;ES21;1-;157;65;62;35;44;139;472;766;814;843;940;974
02/07/2021;ES21;1=;1061;1255;907;822;954;722;639;623;625;351;350;374
02/07/2021;ES21;2-;165;69;49;48;74;287;833;1516;1592;1435;1393;1371
02/07/2021;ES21;2=;1371;1896;1589;1021;1153;977;804;847;1045;453;396;342
02/07/2021;ES22;1-;464;275;182;133;136;148;413;944;1457;1239;1045;1091
02/07/2021;ES22;1=;1106;1135;1207;1087;1002;978;903;829;831;878;599;552
02/07/2021;ES22;2-;664;447;280;209;162;152;284;505;747;895;996;1127
02/07/2021;ES22;2=;1146;1287;1424;1503;1305;1181;1090;900;950;1052;747;710
02/07/2021;ES23;1-;1005;678;454;355;277;374;1169;2923;3624;3200;2687;2523
02/07/2021;ES23;1=;2412;2387;2506;2219;1784;2123;1970;1873;1935;2077;1538;1148
02/07/2021;ES23;2-;1713;1269;801;652;474;419;539;1020;1357;1783;1928;2222
02/07/2021;ES23;2=;2310;2888;2940;2879;2479;2737;2478;2115;2064;2135;1724;1660
02/07/2021;ES24;1-;231;142;80;90;64;60;74;164;240;360;394;463
02/07/2021;ES24;1=;517;536;579;554;386;439;357;304;333;339;257;223
02/07/2021;ES24;2-;170;107;79;61;50;54;79;191;298;338;386;383
02/07/2021;ES24;2=;377;333;317;326;279;313;281;249;249;278;221;196
02/07/2021;ES25;1-;227;204;193;143;98;94;87;156;175;198;215;199
