FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/06/2022;ES49;2=;497;475;599;701;519;614;689;617;453;358;239;118;
01/06/2022;ES50;1-;137;96;77;36;28;30;55;175;273;323;303;289;
01/06/2022;ES50;1=;303;322;339;352;288;329;367;349;326;298;232;181;
01/06/2022;ES50;2-;117;53;42;33;51;46;84;239;502;513;449;427;
01/06/2022;ES50;2=;445;401;393;393;377;403;396;400;377;357;185;152;
01/06/2022;ES51;1-;111;60;38;36;30;50;101;272;481;639;530;486;
01/06/2022;ES51;1=;472;485;505;554;428;549;604;641;514;369;242;150;
01/06/2022;ES51;2-;71;46;28;33;21;40;78;246;551;484;370;379;
01/06/2022;ES51;2=;316;365;376;325;330;381;409;439;393;326;156;114;
01/06/2022;ES52;1-;143;72;32;35;37;45;90;298;770;920;647;578;
01/06/2022;ES52;1=;548;673;718;657;662;956;1220;941;637;601;418;246;
01/06/2022;ES52;2-;141;430;133;144;29;41;94;399;723;673;315;290;
01/06/2022;ES52;2=;444;904;759;616;570;621;959;669;516;728;733;500;
01/06/2022;ES53;1-;85;27;43;39;39;23;74;146;193;241;213;228;
01/06/2022;ES53;1=;220;273;246;218;236;256;265;271;246;235;122;128;
01/06/2022;ES53;2-;156;33;106;70;83;120;322;418;429;456;414;444;
01/06/2022;ES53;2=;7;281;439;465;436;440;475;515;459;391;289;219;
01/06/2022;ES54;1-;69;15;34;20;25;48;133;248;250;313;232;219;
01/06/2022;ES54;1=;231;271;242;239;236;255;260;268;243;203;156;112;
01/06/2022;ES54;2-;115;30;27;35;30;32;90;189;297;317;290;277;
01/06/2022;ES54;2=;308;354;337;343;315;359;391;402;352;298;223;177;
01/06/2022;ES55;1-;66;15;29;6;9;27;108;183;268;279;265;272;
01/06/2022;ES55;1=;360;332;259;268;280;317;350;309;290;189;153;104;
01/06/2022;ES55;2-;47;12;24;14;15;47;118;173;195;207;203;186;
01/06/2022;ES55;2=;263;236;261;236;206;211;283;281;237;202;150;90;
01/06/2022;ES56;1-;39;26;27;29;65;137;402;625;570;392;419;401;
