FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
02/02/2021;ES08;2-;128;85;86;74;64;91;180;448;649;773;784;871
02/02/2021;ES08;2=;876;847;847;757;719;706;769;712;719;701;434;194
02/02/2021;ES09;1-;87;60;67;49;65;80;174;376;556;686;748;702
02/02/2021;ES09;1=;727;783;730;629;606;634;669;613;579;570;425;196
02/02/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES10;2-;49;35;28;38;66;160;396;656;682;699;539;546
02/02/2021;ES10;2=;593;666;668;636;574;649;681;642;566;485;205;89
02/02/2021;ES11;1-;153;75;40;26;40;100;553;3882;6269;6110;5607;3899
02/02/2021;ES11;1=;3351;3322;3798;5320;4166;3517;3363;3462;2933;2386;2100;571
02/02/2021;ES11;2-;372;139;69;98;79;111;250;1262;3354;4473;4006;3268
02/02/2021;ES11;2=;3441;3280;4026;5395;4911;4503;4559;5035;4034;2848;2375;1136
02/02/2021;ES12;1-;44;31;41;73;160;786;1573;1241;1480;1514;1493;1404
02/02/2021;ES12;1=;1253;1106;1474;1707;1550;1447;1549;1634;1354;562;152;71
02/02/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES13;1-;38;37;33;43;102;345;1027;1443;1505;1454;1381;1393
02/02/2021;ES13;1=;1415;1563;1316;1341;1312;1406;1318;1064;899;321;112;73
02/02/2021;ES13;2-;63;28;28;41;91;350;1017;1604;1650;1615;1681;1724
02/02/2021;ES13;2=;1756;1938;1604;1524;1553;1722;1481;1256;1145;447;187;77
02/02/2021;ES14;1-;7;8;6;10;15;57;86;441;497;388;413;454
02/02/2021;ES14;1=;437;396;358;378;411;379;332;291;199;70;22;4
02/02/2021;ES14;2-;11;8;8;11;4;27;57;169;270;297;344;338
02/02/2021;ES14;2=;340;362;270;275;301;331;299;215;153;70;28;7
02/02/2021;ES15;1-;7;15;7;14;26;210;695;991;851;733;711;658
02/02/2021;ES15;1=;706;852;811;732;693;690;617;522;407;123;36;22
02/02/2021;ES15;2-;11;12;9;3;29;130;454;930;934;676;670;663
02/02/2021;ES15;2=;688;801;709;640;717;606;571;392;325;112;44;20
02/02/2021;ES16;1-;45;32;41;22;67;270;936;1366;1377;1346;1438;1452
02/02/2021;ES16;1=;1595;1567;1352;1371;1432;1493;1443;1222;1015;353;137;61
02/02/2021;ES16;2-;43;34;30;38;79;377;1156;1545;1589;1442;1428;1340
02/02/2021;ES16;2=;1317;1412;1244;1200;1290;1258;1112;852;736;275;113;44
02/02/2021;ES17;1-;38;43;47;60;161;933;2566;3102;3089;2376;2486;2461
02/02/2021;ES17;1=;2368;2522;2377;2385;2372;2338;1983;1768;1610;493;131;85
02/02/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES18;1-;12;9;20;11;19;186;844;1077;1014;762;719;748
02/02/2021;ES18;1=;659;591;624;663;628;620;469;386;287;105;28;28
02/02/2021;ES18;2-;15;16;8;7;17;61;237;540;561;660;702;807
02/02/2021;ES18;2=;896;1016;771;758;829;879;824;662;495;193;57;24
02/02/2021;ES19;1-;44;32;21;23;56;202;466;810;1049;922;893;938
02/02/2021;ES19;1=;947;959;806;857;943;888;810;650;557;241;95;41
02/02/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2021;ES20;1-;912;413;211;231;280;366;793;2901;6464;7821;6911;5497
02/02/2021;ES20;1=;5947;6761;8471;9999;9999;7999;9145;8928;7393;6355;5636;2354
02/02/2021;ES20;2-;813;303;215;190;250;523;2009;8920;9999;9999;9999;8804
02/02/2021;ES20;2=;8554;8339;9275;9999;9999;8807;8606;8855;7677;6457;5649;2130
02/02/2021;ES21;1-;22;14;14;13;37;136;476;1251;933;866;870;923
02/02/2021;ES21;1=;987;1154;841;966;1006;1005;968;791;567;165;63;23
02/02/2021;ES21;2-;14;10;14;19;57;260;851;1767;1779;1388;1315;1318
02/02/2021;ES21;2=;1270;1317;1207;1555;1446;1278;1048;761;511;149;48;20
02/02/2021;ES22;1-;64;56;49;67;59;74;328;954;1560;1370;1081;1032
02/02/2021;ES22;1=;1042;1007;1065;928;980;961;903;889;774;677;324;138
02/02/2021;ES22;2-;107;85;66;69;58;78;224;466;829;940;953;995
02/02/2021;ES22;2=;1067;1200;1228;1256;1097;1223;1237;1230;1002;862;487;210
02/02/2021;ES23;1-;145;120;120;110;95;232;1032;2879;3711;3714;2756;2279
02/02/2021;ES23;1=;2291;2118;2201;1901;1861;1882;1817;1591;1379;1137;595;271
02/02/2021;ES23;2-;245;185;120;162;109;183;397;828;1350;1710;1824;2008
