FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/01/2022;ES27;2-;757;721;580;505;471;444;356;291;254;310;430;557;
01/01/2022;ES27;2=;583;623;539;601;758;1299;1339;1314;1059;822;643;518;
01/01/2022;ES28;1-;448;273;159;101;82;99;117;76;79;108;172;297;
01/01/2022;ES28;1=;428;415;207;266;307;385;430;395;311;268;202;137;
01/01/2022;ES28;2-;418;285;150;106;80;156;127;118;129;148;236;313;
01/01/2022;ES28;2=;473;459;259;310;337;581;550;417;295;258;214;135;
01/01/2022;ES29;1-;434;1049;909;632;483;411;536;505;441;554;494;676;
01/01/2022;ES29;1=;889;1116;1093;795;809;1147;1221;1468;1439;1093;1007;750;
01/01/2022;ES29;2-;478;1194;950;558;399;367;404;404;364;417;421;658;
01/01/2022;ES29;2=;825;1070;1181;883;832;1293;1469;1881;1638;1139;987;702;
01/01/2022;ES30;1-;110;260;218;147;124;94;91;113;85;94;105;113;
01/01/2022;ES30;1=;156;187;198;151;158;172;231;256;252;228;193;155;
01/01/2022;ES30;2-;194;495;375;267;195;166;157;136;106;120;143;176;
01/01/2022;ES30;2=;248;329;354;279;259;381;450;541;511;386;300;229;
01/01/2022;ES31;1-;71;187;148;69;55;54;42;46;54;51;54;96;
01/01/2022;ES31;1=;124;201;168;98;82;115;143;153;152;123;71;77;
01/01/2022;ES31;2-;65;178;115;71;36;37;42;52;48;48;58;76;
01/01/2022;ES31;2=;121;172;181;100;92;114;180;150;134;93;69;55;
01/01/2022;ES32;1-;211;501;417;268;181;112;142;140;94;109;131;200;
01/01/2022;ES32;1=;247;317;340;284;256;322;498;517;431;330;240;250;
01/01/2022;ES32;2-;186;341;287;188;114;121;129;152;73;90;109;139;
01/01/2022;ES32;2=;210;250;244;186;192;218;265;302;324;316;265;213;
01/01/2022;ES33;1-;307;999;594;287;142;102;195;246;153;167;185;306;
01/01/2022;ES33;1=;453;765;1031;559;448;605;892;947;683;606;423;284;
01/01/2022;ES33;2-;162;554;336;170;91;63;79;118;88;93;125;199;
01/01/2022;ES33;2=;341;512;569;301;238;320;446;507;388;298;232;136;
01/01/2022;ES34;1-;5;100;191;275;203;159;115;83;75;87;86;123;
01/01/2022;ES34;1=;155;164;167;167;188;240;255;344;273;213;192;183;
01/01/2022;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES36;1-;1195;679;305;230;218;353;307;191;150;189;294;440;
01/01/2022;ES36;1=;611;695;399;466;616;792;964;1092;843;647;494;341;
01/01/2022;ES36;2-;1091;600;284;187;187;237;239;162;156;210;380;509;
01/01/2022;ES36;2=;677;714;436;537;820;1251;1275;945;552;469;289;196;
01/01/2022;ES37;1-;857;447;219;145;146;310;231;162;164;271;313;471;
01/01/2022;ES37;1=;708;788;389;475;600;594;671;558;517;369;259;200;
01/01/2022;ES37;2-;1156;535;274;158;137;265;238;196;214;270;403;554;
01/01/2022;ES37;2=;954;991;468;481;681;965;1070;825;596;428;284;201;
01/01/2022;ES38;1-;131;231;202;80;29;45;41;65;65;86;100;140;
01/01/2022;ES38;1=;262;340;334;163;148;181;221;238;218;189;127;88;
01/01/2022;ES38;2-;165;305;136;81;42;31;53;64;40;56;66;118;
01/01/2022;ES38;2=;195;250;279;115;127;205;268;237;198;174;97;55;
01/01/2022;ES39;1-;1014;0;1338;690;245;165;127;170;270;262;236;310;
01/01/2022;ES39;1=;501;821;1180;1192;599;569;784;1096;989;738;676;534;
01/01/2022;ES39;2-;866;0;1322;707;292;162;147;283;344;214;226;252;
01/01/2022;ES39;2=;402;680;1265;1227;485;482;774;1378;1281;1000;842;487;
01/01/2022;ES40;1-;685;412;237;162;167;186;203;160;129;173;256;338;
01/01/2022;ES40;1=;471;504;273;318;412;570;486;434;335;291;226;170;
01/01/2022;ES40;2-;1025;559;268;180;179;222;269;151;159;200;320;507;
01/01/2022;ES40;2=;746;739;361;407;574;702;685;679;562;374;269;207;
01/01/2022;ES41;1-;641;455;266;180;162;194;177;139;175;215;300;392;
01/01/2022;ES41;1=;591;569;377;390;472;569;586;517;472;362;301;223;
01/01/2022;ES41;2-;535;315;182;128;110;129;177;105;105;145;221;310;
01/01/2022;ES41;2=;525;492;319;289;441;559;580;434;358;278;207;157;
01/01/2022;ES42;1-;559;327;181;166;125;209;169;97;90;102;135;178;
01/01/2022;ES42;1=;308;255;168;187;255;315;293;288;233;184;163;143;
01/01/2022;ES42;2-;518;264;140;116;63;97;103;76;63;96;115;193;
01/01/2022;ES42;2=;361;392;179;171;267;285;367;300;224;181;151;116;
01/01/2022;ES43;1-;264;439;367;176;116;121;141;120;98;131;166;229;
01/01/2022;ES43;1=;312;362;360;232;284;396;509;512;336;322;249;140;
01/01/2022;ES43;2-;194;398;324;181;105;103;82;115;121;112;148;193;
01/01/2022;ES43;2=;274;317;364;221;243;299;365;401;390;303;263;184;
01/01/2022;ES44;1-;752;654;425;349;247;287;206;196;200;292;387;621;
01/01/2022;ES44;1=;723;758;540;587;852;1393;1739;1512;1035;707;521;343;
01/01/2022;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES45;1-;1013;805;550;407;369;315;241;148;161;239;347;526;
01/01/2022;ES45;1=;777;902;606;573;841;1284;1796;1872;1340;887;659;515;
01/01/2022;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
01/01/2022;ES46;1-;634;433;258;142;124;158;167;157;151;222;311;419;
01/01/2022;ES46;1=;521;462;326;368;461;586;586;483;398;326;210;125;
01/01/2022;ES46;2-;550;354;216;139;124;181;171;138;145;199;237;370;
01/01/2022;ES46;2=;583;564;309;302;439;581;562;419;403;349;204;152;
01/01/2022;ES47;1-;501;437;266;225;178;233;161;153;133;136;116;213;
01/01/2022;ES47;1=;349;424;363;334;454;523;484;470;360;345;276;268;
01/01/2022;ES47;2-;549;375;272;205;168;229;158;117;165;194;254;369;
01/01/2022;ES47;2=;413;396;345;327;388;515;501;473;393;315;239;225;
01/01/2022;ES48;1-;545;355;198;141;113;190;133;120;123;161;210;304;
01/01/2022;ES48;1=;461;470;240;280;391;511;547;408;312;260;183;160;
01/01/2022;ES48;2-;609;364;249;123;114;172;126;108;106;159;242;342;
01/01/2022;ES48;2=;489;459;320;315;345;510;485;436;384;291;222;145;
01/01/2022;ES49;1-;423;223;94;70;65;91;131;106;83;109;178;313;
01/01/2022;ES49;1=;438;468;230;250;313;419;438;378;320;263;172;113;
01/01/2022;ES49;2-;60;253;139;74;49;34;41;62;64;67;78;98;
01/01/2022;ES49;2=;204;214;272;174;148;199;298;286;218;165;122;69;
01/01/2022;ES50;1-;61;250;194;127;83;94;89;74;66;41;67;93;
01/01/2022;ES50;1=;103;157;203;118;105;141;179;183;176;212;132;128;
01/01/2022;ES50;2-;77;205;160;104;76;84;77;76;49;74;75;95;
01/01/2022;ES50;2=;123;157;179;99;100;152;181;198;168;147;107;85;
01/01/2022;ES51;1-;67;232;207;99;57;63;47;71;76;95;115;113;
01/01/2022;ES51;1=;140;217;298;163;130;180;202;266;202;163;145;92;
01/01/2022;ES51;2-;81;223;126;78;36;34;44;50;53;56;78;109;
