FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
02/01/2021;ES14;1-;7;8;4;3;4;30;45;59;130;180;239;315
02/01/2021;ES14;1=;319;244;141;192;269;312;326;262;173;127;133;67
02/01/2021;ES14;2-;7;2;2;3;4;15;25;34;91;112;168;235
02/01/2021;ES14;2=;265;219;156;141;169;216;277;229;173;115;104;49
02/01/2021;ES15;1-;15;13;2;9;11;51;89;112;172;274;311;405
02/01/2021;ES15;1=;446;424;243;217;298;342;289;331;266;186;201;136
02/01/2021;ES15;2-;10;5;4;3;9;34;61;82;134;248;284;410
02/01/2021;ES15;2=;383;388;255;231;273;347;299;265;201;134;132;54
02/01/2021;ES16;1-;52;46;37;33;40;105;182;272;467;601;895;1131
02/01/2021;ES16;1=;1225;1143;818;843;1006;1165;1179;1205;939;665;905;472
02/01/2021;ES16;2-;44;33;25;35;45;118;147;244;368;568;845;1024
02/01/2021;ES16;2=;1051;985;676;740;914;1057;989;916;621;489;452;240
02/01/2021;ES17;1-;67;53;39;28;81;215;293;488;884;1378;1864;2258
02/01/2021;ES17;1=;2361;2291;1495;1648;2102;2361;2317;1819;1434;944;988;510
02/01/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES18;1-;24;10;14;18;21;38;69;130;268;361;492;558
02/01/2021;ES18;1=;628;538;336;353;473;578;536;442;289;229;228;141
02/01/2021;ES18;2-;20;18;9;11;10;30;57;85;163;268;436;628
02/01/2021;ES18;2=;732;709;441;428;542;557;630;682;512;359;366;215
02/01/2021;ES19;1-;57;34;37;34;53;103;143;210;274;407;606;677
02/01/2021;ES19;1=;648;630;496;447;526;609;603;571;489;408;396;312
02/01/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES20;1-;2007;1076;335;198;154;201;338;1035;1463;1911;2748;3898
