COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
76300;1;CALLE;DEL;ARROYO PRADOLONGO;ARROYO PRADOLONGO;31/12/1985;01/01/1986;H
76400;1;CALLE;DEL;ARROYO DEL QUINTO;ARROYO DEL QUINTO;01/01/1986;;V
76500;1;CALLE;DEL;ARROYO DEL TESORO;ARROYO DEL TESORO;19/09/1978;01/06/2000;H
76550;3;CALLE;DEL;ARROYO DE LAS BARQUILLAS;ARROYO DE LAS BARQUILLAS;31/12/1980;01/01/1981;V
76550;2;CALLE;DEL;ARROYO DE LA TIA MARTINA;ARROYO DE LA TÍA MARTINA;01/01/1981;;V
76600;1;CAMINO;DE;VALDEBEBAS;VALDEBEBAS;01/01/1964;01/01/2007;H
76700;1;CALLE;DEL;ARROYO VALDECELADA;ARROYO VALDECELADA;01/01/1969;;V
76800;1;CALLE;DEL;ARROYO DEL PLANTIO;ARROYO DEL PLANTÍO;01/01/1986;;V
76800;2;CALLE;DEL;ARROYO VARHONDILLO;ARROYO VARHONDILLO;01/01/1986;;V
77050;1;CALLE;DE;ARROYOFRESNO;ARROYOFRESNO;29/04/1970;;V
77050;2;CALLE;DE;ARROYO DEL FRESNO;ARROYO DEL FRESNO;10/11/1950;29/04/1970;V
77100;1;CALLE;DE;ARROYOMOLINO;ARROYOMOLINO;22/02/1961;;V
77200;1;CALLE;DEL;ARROZAL;ARROZAL;09/03/1962;;V
77300;1;CALLE;DE;ARTA;ARTA;06/11/1959;13/07/1992;H
77400;1;CALLE;DE;ARTAJONA;ARTAJONA;22/02/1961;;V
77500;1;CALLE;DE;ARTEIJO;ARTEIJO;22/02/1961;;V
77550;1;PLAZA;DE;ARTEIJO;ARTEIJO;28/11/1968;;V
77600;1;CALLE;DE;ARTENERA;ARTENERA;23/07/1958;;V
77800;1;CALLE;DE;ARTESA DE SEGRE;ARTESA DE SEGRE;22/02/1961;;V
77900;1;CALLE;DE LA;ARTESANIA;ARTESANÍA;01/01/1971;;V
78000;1;PLAZUELA;DE LOS;ARTESANOS;ARTESANOS;09/03/1962;;V
78100;1;CALLE;DE LOS;ARTIFICES;ARTÍFICES;09/03/1962;;V
78200;1;PASEO;DE LOS;ARTILLEROS;ARTILLEROS;09/10/1981;;V
78300;1;CALLE;DE LOS;ARTISTAS;ARTISTAS;11/10/1875;;V
78400;1;CALLE;DE;ARTURO BALDASANO;ARTURO BALDASANO;17/08/1949;;V
78401;1;CALLE;DE;ARTURO DUPERIER;ARTURO DUPERIER;30/12/1986;;V
78600;1;CALLE;DE;ARTURO MARCOS;ARTURO MARCOS;01/01/1958;;V
78700;1;CALLE;DE;ARTURO SORIA;ARTURO SORIA;01/01/1952;;V
78800;1;CALLE;DEL;ARZOBISPO COS;ARZOBISPO COS;24/06/1949;;V
78850;1;CALLE;DEL;ARZOBISPO MORCILLO;ARZOBISPO MORCILLO;26/01/1972;;V
78900;1;CALLE;DE;ARZUA;ARZÚA;22/02/1961;;V
78950;1;PLAZA;DE LAS;ASAMBLEAS;ASAMBLEAS;29/03/1985;;V
79000;1;CALLE;DE;ASCAO;ASCAO;10/11/1950;;V
79100;1;CALLE;DE;ASCENSION BIELSA;ASCENSIÓN BIELSA;01/01/1968;;V
79200;1;CALLE;DEL;ASFALTO;ASFALTO;29/09/1954;;V
79210;1;CAMINO;DEL;ASILO DE SAN JOSE;ASILO DE SAN JOSÉ;01/01/1986;01/01/2008;H
79250;1;PLAZA;DE LA;ASOCIACION;ASOCIACIÓN;29/07/1980;;V
79300;1;CALLE;DE;ASPARIEGOS;ASPARIEGOS;05/06/1959;;V
79400;1;AVENIDA;DEL;ASTER;ASTER;20/02/1948;;V
79400;2;AVENIDA;DE LA;LUNA;LUNA;01/02/1948;20/02/1948;V
79400;3;CARRERA;DE;MARIA MAGDALENA;MARÍA MAGDALENA;01/02/1948;20/02/1948;V
79500;1;CALLE;DE;ASTILLERO;ASTILLERO;22/02/1962;;V
79550;1;CALLE;DE;ASTORGA;ASTORGA;01/01/1961;;V
79650;2;CALLE;;NUEVA ARAVACA;NUEVA ARAVACA;31/12/1979;01/01/1980;V
79650;1;CALLE;DEL;ASTROLABIO;ASTROLABIO;01/01/1980;;V
79675;1;CALLE;DE;ASTORGA DE LAS CARCAVAS;ASTORGA DE LAS CÁRCAVAS;01/01/1986;;V
79700;1;CALLE;DE LOS;ASTROS;ASTROS;16/03/1960;;V
79750;1;PLAZA;DE LOS;ASTROS;ASTROS;01/01/1986;;V
79800;1;CALLE;DEL;ASTUDILLO;ASTUDILLO;31/12/1985;01/01/1986;H
79850;1;CALLE;DE LOS;ASTURIANOS;ASTURIANOS;22/07/1983;;V
79900;1;CALLE;DE;ASTURIAS;ASTURIAS;01/01/1898;30/09/1968;H
79950;1;AVENIDA;DE;ASTURIAS;ASTURIAS;30/09/1968;;V
80000;1;CALLE;DE LA;ASUNCION;ASUNCIÓN;29/09/1954;;V
80100;1;CALLE;DE;ASUNCION CASTELL;ASUNCIÓN CASTELL;01/01/1928;;V
80200;1;CALLE;DE;ASUNCION GONZALEZ;ASUNCIÓN GONZÁLEZ;01/01/1958;01/01/1982;H
80300;1;CALLE;DE;ASUNCION PASCUAL;ASUNCIÓN PASCUAL;31/12/1985;01/01/1986;H
80400;1;CALLE;DE;ASUNCION PEREZ VIZCAINO;ASUNCIÓN PÉREZ VIZCAÍNO;01/01/1984;;V
80500;2;CALLE;DE;SAN JULIAN;SAN JULIÁN;17/08/1949;14/07/1950;V
80500;1;CALLE;DE;ASURA;ASURA;14/07/1950;;V
80600;1;CALLE;DEL;ATAJO;ATAJO;01/01/1928;;V
80700;1;CALLE;DE LA;ATALAYA;ATALAYA;08/02/1945;;V
80800;1;CALLE;DE;ATANAGILDO;ATANAGILDO;14/07/1950;;V
80800;2;CALLE;;A 7;A 7;01/01/1949;14/07/1950;V
80900;1;CALLE;DE;ATAQUINES;ATAQUINES;19/12/1956;01/01/2007;H
81000;1;CALLE;DE;EL ATAZAR;EL ATAZAR;30/12/1944;;V
81000;2;CALLEJÓN;DE;JUAN DE MARIANA;JUAN DE MARIANA;01/01/1932;30/12/1944;V
81100;1;CALLE;DE;ATECA;ATECA;21/11/1956;;V
81100;2;CALLE;;A;A;01/01/1956;21/11/1956;V
81200;1;CALLE;DEL;ATHLETIC;ATHLETIC;10/11/1950;;V
81300;1;CALLE;DE;ATHOS;ATHOS;01/01/1928;;V
81400;1;CALLE;DEL;ATLANTE;ATLANTE;14/07/1950;22/12/1995;H
81500;1;CALLE;DEL;ATLETICO DE MADRID;ATLÉTICO DE MADRID;22/02/1961;;V
81600;1;CALLE;DE;ATOCHA;ATOCHA;11/01/1835;;V
81650;2;PASEO;DEL;GENERAL PRIMO DE RIVERA;GENERAL PRIMO DE RIVERA;27/07/1941;25/01/1980;V
81650;1;RONDA;DE;ATOCHA;ATOCHA;25/01/1980;;V
81650;3;RONDA;DE;ATOCHA;ATOCHA;06/02/1860;27/07/1941;V
81800;1;CALLE;DE;AUGUSTO FIGUEROA;AUGUSTO FIGUEROA;11/03/1904;;V
81800;2;CALLE;DEL;ARCO DE SANTA MARIA;ARCO DE SANTA MARÍA;11/01/1835;11/03/1904;V
81800;3;CALLE;DE;SANTA MARIA DEL ARCO;SANTA MARÍA DEL ARCO;01/01/1835;11/01/1835;V
81850;1;CALLE;DE;AUGUSTO GONZALEZ BESADA;AUGUSTO GONZÁLEZ BESADA;26/09/1969;;V
81950;1;CALLE;DE;AULENCIA;AULENCIA;22/02/1961;;V
81975;1;CALLE;DE;AUNCO;AUNCO;31/12/1985;01/01/1986;H
82000;2;PLAZA;DE;JOSE CASTILLEJO;JOSÉ CASTILLEJO;04/05/2017;;V
82000;1;PLAZA;DE;AUNOS;AUNÓS;01/01/1945;04/05/2017;V
82100;1;CALLE;DE;AUÑON;AUÑÓN;23/11/1956;01/01/1999;H
82300;1;CALLE;DE;AURELIO GONZALEZ DE GREGORIO;AURELIO GONZÁLEZ DE GREGORIO;10/11/1950;;V
82400;1;CALLE;DE;AURELIO DE LA TORRE;AURELIO DE LA TORRE;01/01/1973;;V
82450;1;CALLE;DEL;AURIGA;AURIGA;21/03/1986;;V
82500;1;CALLE;DE LA;AURORA;AURORA;10/11/1950;;V
82600;1;CALLE;DE;AURORA IGLESIAS;AURORA IGLESIAS;01/01/1974;;V
82700;1;CALLE;DEL;AUTOGIRO;AUTOGIRO;27/10/1954;;V
82800;1;TRAVESÍA;DEL;AUTOGIRO;AUTOGIRO;22/02/1961;;V
82900;1;CALLE;DE;AUTOL;AUTOL;31/05/1961;;V
83000;1;CALLE;DEL;AVE MARIA;AVE MARÍA;11/01/1835;;V
83100;2;CALLE;DE;SAN FRANCISCO;SAN FRANCISCO;14/07/1950;12/03/1952;V
83100;1;CALLE;DE LA;AVECILLA;AVECILLA;12/03/1952;;V
83200;4;CALLE;DE LA;GAVIOTA;GAVIOTA;14/07/1950;12/03/1952;V
83200;2;CALLE;DE;MANUEL CALERO;MANUEL CALERO;14/07/1950;12/03/1952;V
83200;5;CALLE;DE;GONGORA;GÓNGORA;13/07/1950;14/07/1950;V
83200;1;CALLE;DEL;AVEFRIA;AVEFRÍA;12/03/1952;;V
83200;3;CALLE;DE LA;CALLEJUELA;CALLEJUELA;09/01/1948;13/07/1950;V
83300;1;CALLE;DE;AVEIRO;AVEIRO;08/01/1954;;V
83400;1;CALLE;DE;AVELINO FERNANDEZ DE LA POZA;AVELINO FERNÁNDEZ DE LA POZA;22/07/1949;;V
83450;1;CALLE;DE;AVELINO MONTERO RIOS;AVELINO MONTERO RÍOS;24/07/1970;;V
83450;2;CALLE;DE LA;CONSTRUCTORA BENEFICA;CONSTRUCTORA BENÉFICA;01/01/1902;24/07/1970;V
83500;1;CALLE;DE LA;AVELLANA;AVELLANA;14/07/1950;;V
83501;1;CALLE;DEL;ENEBRO;ENEBRO;30/11/1988;;V
83600;1;CALLE;DE;AVENDAÑO;AVENDAÑO;29/04/1932;;V
83700;1;CALLE;DE;AVERROES;AVERROES;26/04/1932;;V
83800;1;CALLE;DEL;AVESTRUZ;AVESTRUZ;12/03/1952;;V
83900;1;CALLE;DEL;AVIA;AVIA;22/02/1961;22/12/1988;H
84000;1;AVENIDA;DE LA;AVIACION;AVIACIÓN;01/01/1970;;V
84000;2;CALLE;DE LA;AVIACION DE CUATRO VIENTOS;AVIACIÓN DE CUATRO VIENTOS;01/01/1970;01/01/1970;V
84000;3;CALLE;DE;CARABANCHEL A CUATRO VIENTOS;CARABANCHEL A CUATRO VIENTOS;01/01/1970;01/01/1970;V
84000;4;AVENIDA;DE LOS;CUATRO VIENTOS;CUATRO VIENTOS;01/01/1970;01/01/1970;V
84200;1;CALLE;DE LA;AVIACION ESPAÑOLA;AVIACIÓN ESPAÑOLA;08/07/1959;;V
84300;1;CALLE;DEL;AVIADOR ALDA;AVIADOR ALDA;01/01/1986;15/05/1991;H
84400;1;CALLE;DEL;AVIADOR DURAN;AVIADOR DURÁN;01/01/1986;28/07/1993;H
84500;1;CALLE;DEL;AVIADOR FRANCO;AVIADOR FRANCO;01/01/1986;;V
84600;1;CALLE;DEL;AVIADOR LINDBERGH;AVIADOR LINDBERGH;01/01/1934;;V
84700;1;CALLE;DE LA;AVICULTURA;AVICULTURA;09/03/1962;;V
84800;1;CALLE;DE;AVILA;ÁVILA;02/03/1887;;V
84800;2;CALLE;DEL;BEATO CLAVE;BEATO CLAVÉ;01/01/1887;02/03/1887;V
84900;1;CALLE;DE;AVILES;AVILÉS;02/06/1933;;V
84900;2;PASAJE;;A;A;01/01/1932;02/06/1933;V
85000;1;CALLE;DE LA;AVUTARDA;AVUTARDA;01/01/1986;01/01/2008;H
85001;1;CALLE;DE LA;AVOCETA;AVOCETA;30/11/1988;;V
85010;1;CALLE;DE;ALEJANDRO URZAIZ;ALEJANDRO URZÁIZ;31/12/1974;01/01/1975;V
85010;2;RONDA;DE LA;AVUTARDA;AVUTARDA;01/01/1975;;V
85100;1;CALLE;DE;AXPE;AXPE;22/02/1961;22/12/1995;H
85200;3;CALLE;DEL;VEINTINUEVE DE SEPTIEMBRE;VEINTINUEVE DE SEPTIEMBRE;28/04/1871;11/01/1875;V
85200;2;CALLE;DE LOS;PAJARITOS;PAJARITOS;11/01/1875;05/01/1880;V
85200;1;CALLE;DE;AYALA;AYALA;05/01/1880;;V
85200;4;CALLE;DE LOS;PAJARITOS;PAJARITOS;01/01/1871;28/04/1871;V
85300;1;CALLE;DE;AYAMONTE;AYAMONTE;22/06/1961;;V
85400;1;CALLE;DE;AYERBE;AYERBE;22/02/1961;;V
85500;1;CALLE;DE;AYLLON;AYLLÓN;01/01/1964;;V
85600;1;CALLE;DE;AYTONA;AYTONA;22/02/1961;;V
85650;1;PLAZA;DEL;AYUNTAMIENTO;AYUNTAMIENTO;31/12/1985;01/01/1986;H
85700;1;CALLE;DEL;AZABACHE;AZABACHE;12/03/1952;;V
85700;2;CALLE;DE;GUZMAN EL BUENO;GUZMÁN EL BUENO;09/01/1948;12/03/1952;V
85701;1;CALLE;DEL;AZAFRAN;AZAFRÁN;30/11/1988;;V
85800;1;CALLE;DE;AZAGRA;AZAGRA;22/02/1961;;V
85900;1;CALLE;DEL;AZAHAR;AZAHAR;20/02/1948;;V
85900;2;CALLE;DE;VELAZQUEZ;VELÁZQUEZ;14/11/1947;20/02/1948;V
85900;3;CALLE;DEL;MARQUES DE UGENA;MARQUÉS DE UGENA;01/01/1929;14/11/1947;V
85950;1;PASAJE;DE LAS;AZALEAS;AZALEAS;01/01/1979;21/03/1997;H
86000;1;CALLE;DE;AZCOITIA;AZCOITIA;22/02/1961;;V
86100;1;CALLE;DE;AZCONA;AZCONA;02/03/1887;;V
86100;2;CALLE;DE LA;COMPAÑIA;COMPAÑÍA;01/01/1887;02/03/1887;V
86200;1;CALLE;DEL;AZOR;AZOR;01/01/1967;;V
86300;1;GLORIETA;DE;AZORIN;AZORÍN;28/10/1966;;V
86400;1;CALLE;DE;AZPEITIA;AZPEITIA;27/07/1955;;V
86400;2;CALLE;DE;SANTURCE;SANTURCE;01/01/1954;27/07/1955;V
86500;1;CALLE;DE;AZUAGA;AZUAGA;22/02/1961;;V
86600;1;CALLE;DE LAS;AZUCENAS;AZUCENAS;22/02/1948;;V
86600;2;CALLE;DE;NUESTRA SEÑORA DEL PILAR;NUESTRA SEÑORA DEL PILAR;01/01/1941;22/02/1948;V
86600;3;CALLE;DE;GARIBALDI;GARIBALDI;01/01/1902;01/01/1941;V
86700;1;CALLE;DEL;AZUFRE;AZUFRE;29/09/1954;;V
86700;2;CALLE;DEL;SIETE DE JULIO;SIETE DE JULIO;02/07/1954;29/09/1954;V
86800;1;CALLE;DEL;AZULEJO;AZULEJO;14/07/1950;;V
86800;2;CALLE;DE;CONCEPCION;CONCEPCIÓN;13/07/1950;14/07/1950;V
86900;1;CALLE;DE LAS;AZULINAS;AZULINAS;20/02/1948;;V
87000;1;CALLE;DE;AZUQUECA;AZUQUECA;23/11/1956;21/12/1990;H
87001;1;CALLE;DE LA;AZURITA;AZURITA;30/11/1988;;V
87050;1;CALLE;;B;B;31/12/1985;01/01/1986;H
87100;1;CALLE;DE;MARIA TUBAU;MARÍA TUBAU;31/10/1985;;V
87100;2;CALLE;;B;B;30/10/1985;31/10/1985;V
87150;1;CALLE;;B;B;31/12/1985;01/01/1986;H
87400;1;CALLE;;B;B;31/12/1985;01/01/1986;H
87500;2;CALLE;DE;FRANCISCO JAREÑO;FRANCISCO JAREÑO;27/12/1985;01/01/2000;H
87500;1;CALLE;;B;B;01/03/1982;27/12/1985;H
87600;1;CALLE;DE;BACARES;BACARES;04/08/1961;;V
87700;1;CALLE;DE;BACOY;BACOY;18/02/1959;;V
87750;1;AVENIDA;DE;BADAJOZ;BADAJOZ;25/02/1966;;V
87800;1;CALLE;DE;BADALONA;BADALONA;04/08/1961;;V
87900;1;CALLE;DE;BAENA;BAENA;30/07/1958;;V
88000;1;CALLE;DE;BAEZA;BAEZA;31/01/1968;;V
88000;2;CALLE;DE;BULAIX Y BAEZA;BULAIX Y BAEZA;30/01/1968;31/01/1968;V
88050;1;CALLE;DE;BAGUR;BAGUR;31/12/1985;01/01/1986;H
88100;1;CALLE;DE LA;BAHIA;BAHÍA;14/07/1950;;V
88100;2;CALLE;;Nº2 COLONIA MANZANARES;Nº2 COLONIA MANZANARES;01/01/1950;14/07/1950;V
88200;1;CALLE;DE;BAILEN;BAILÉN;11/01/1835;;V
88200;2;CALLE;;NUEVA (Y/O) DE LA REGALADA NUEVA;NUEVA (Y/O) DE LA REGALADA NUEVA;01/01/1835;11/01/1835;V
88250;1;CUESTA;DE;BAILEN;BAILÉN;31/12/1985;01/01/1986;H
88400;1;CALLE;;BAJA DE LA IGLESIA;BAJA DE LA IGLESIA;01/01/1973;;V
88500;1;CALLE;DE;BALAGUER;BALAGUER;23/12/1960;;V
88600;1;CALLE;DEL;BALANDRO;BALANDRO;20/02/1965;;V
88600;2;CALLE;DE;ISIDRO ORDOÑEZ;ISIDRO ORDOÑEZ;19/02/1965;20/02/1965;V
88700;1;CALLE;DE;BALBINA VALVERDE;BALBINA VALVERDE;16/06/1933;;V
88700;2;CALLE;;A;A;01/01/1933;16/06/1933;V
88800;1;CALLE;DE;BALBARRAS;BALBARRÁS;31/12/1985;01/01/1986;H
88900;1;CALLE;DE;BALDER;BALDER;14/11/1956;01/02/1990;H
89100;1;CALLE;DE;BALDOMERO PEREDA;BALDOMERO PEREDA;31/12/1985;01/01/1986;H
89200;1;CALLE;DE;BALEARES;BALEARES;11/03/1904;;V
89200;2;CALLE;DEL;ARROYO DEL TORERO;ARROYO DEL TORERO;10/03/1904;11/03/1904;V
89300;1;CALLE;DE LA;BALLESTA;BALLESTA;11/01/1835;;V
89400;1;CALLE;DE;BALMES;BALMES;29/08/1859;;V
89400;2;CALLE;DE;MIRA EL SOL;MIRA EL SOL;01/01/1859;29/08/1859;V
89500;1;CALLE;DE LAS;BALSAMINAS;BALSAMINAS;20/02/1948;;V
89500;2;CALLE;DE;MARIANA PINEDA;MARIANA PINEDA;01/01/1902;20/02/1948;V
89600;1;CALLE;DE;BALTANAS;BALTANÁS;02/10/1953;;V
89600;2;CALLE;DE;SANTA FELICIANA;SANTA FELICIANA;01/10/1953;02/10/1953;V
89700;1;CALLE;DE;BALTASAR;BALTASAR;01/01/1981;;V
89800;1;CALLE;DE;BALTASAR DEL ALCAZAR;BALTASAR DEL ALCÁZAR;30/11/1953;;V
89800;2;CALLE;DEL;CARMEN;CARMEN;29/11/1953;30/11/1953;V
90000;1;CALLE;DE;BALTASAR GRACIAN;BALTASAR GRACIÁN;28/12/1944;;V
90100;1;CALLE;DE;BALTASAR SANTOS;BALTASAR SANTOS;01/01/1974;;V
90200;1;CALLE;DEL;BAMBU;BAMBÚ;20/02/1948;;V
90200;2;CALLE;DE;CAPITAN CORTES;CAPITÁN CORTÉS;01/01/1948;20/02/1948;V
90200;4;CARRETERA;DE;CHAMARTIN;CHAMARTÍN;01/01/1948;20/02/1948;V
90200;3;CALLE;DE;GOLFO DE TARENTO;GOLFO DE TARENTO;01/01/1948;20/02/1948;V
90300;1;PLAZA;DE;BAMI;BAMI;11/07/1952;;V
90400;1;CALLE;DE LA;BANANA;BANANA;14/07/1950;;V
90450;1;CALLE;DEL;BANCO DE LA UNION;BANCO DE LA UNIÓN;01/01/1940;01/01/1969;H
90500;1;CALLE;DE;BANDE;BANDE;30/06/1966;;V
90500;2;CALLE;;P;P;01/01/1966;30/06/1966;V
90600;1;CALLE;DE LA;BANDERA;BANDERA;09/01/1948;;V
90700;1;CALLE;DE LAS;BANDERAS;BANDERAS;01/01/1986;18/01/1991;H
90800;1;CALLE;DE LAS;BANDERAS DE CASTILLA;BANDERAS DE CASTILLA;27/06/1941;01/01/1982;H
90800;2;CALLE;DE LOS;PROLETARIOS;PROLETARIOS;01/01/1916;27/06/1941;H
91000;1;CALLE;DE;LA BAÑA;LA BAÑA;30/06/1966;;V
91000;2;CALLE;;V;V;01/01/1966;30/06/1966;V
91050;1;CALLE;DE;LA BAÑEZA;LA BAÑEZA;08/05/1965;;V
91125;2;CALLE;DE;MOMBUEY;MOMBUEY;22/12/1992;;V
91125;1;CALLE;DE;LA BAÑEZA DE LAS CARCAVAS;LA BAÑEZA DE LAS CÁRCAVAS;01/01/1986;22/12/1992;V
91200;1;CALLE;DE;BAÑOLAS;BAÑOLAS;30/06/1966;01/01/2007;H
91300;1;CALLE;DE;BARACALDO;BARACALDO;01/01/1929;;V
91670;1;CALLE;DE;BARAJAS;BARAJAS;01/01/1986;01/01/1999;H
91670;2;CAMINO;DE;BARAJAS;BARAJAS;01/01/1986;01/01/1999;H
91670;3;CARRETERA;DE;BARAJAS;BARAJAS;01/01/1986;01/01/1999;H
91700;1;CALLE;DE;BARANOA;BARANOA;01/01/1964;;V
91750;1;CALLE;DE;BARAYA;BARAYA;01/01/1975;01/01/1986;H
91800;1;CALLE;DE;BARBADILLO;BARBADILLO;09/12/1960;;V
91900;2;COSTANILLA;DE LA;VETERINARIA;VETERINARIA;11/01/1835;01/03/1884;V
91900;1;CALLE;DE;BARBARA DE BRAGANZA;BÁRBARA DE BRAGANZA;01/03/1884;;V
91900;3;CALLE;DE;SAN JOSE;SAN JOSÉ;01/01/1835;11/01/1835;V
92000;3;CALLE;DE;AGUSTIN JULIAN;AGUSTÍN JULIÁN;14/07/1950;14/07/1950;V
92000;4;CALLE;DE;DEVANA;DEVANA;14/07/1950;14/06/1961;V
92000;2;CALLE;DE;SANTO DOMINGO;SANTO DOMINGO;14/07/1950;14/07/1950;V
92000;1;CALLE;DE;BARBASTRO;BARBASTRO;14/06/1961;;V
92100;1;CALLE;DE;BARBATAIN;BARBATÁIN;31/12/1985;01/01/1986;H
92200;1;PLAZA;DE;BARBATAIN;BARBATÁIN;14/11/1956;;V
92300;1;CALLE;DE;BARBATE;BARBATE;23/11/1956;;V
92400;1;CALLE;DE;BARBERAN;BARBERÁN;01/01/1971;;V
92500;1;CALLE;DE;BARBERAN Y COLLAR;BARBERÁN Y COLLAR;01/01/1986;01/12/1994;H
92600;1;CALLE;DE;BARBIERI;BARBIERI;16/11/1894;;V
92600;2;CALLE;DEL;SOLDADO;SOLDADO;11/01/1835;16/11/1894;V
92650;1;CAMINO;DE LA;BARCA O DE LA CASA DE TILLY;BARCA O DE LA CASA DE TILLY;01/01/1970;;V
92700;1;CALLE;DE LA;BARCA;BARCA;01/03/1971;;V
92750;1;CALLE;DE LA;BARCA DE MEJORADA;BARCA DE MEJORADA;31/12/1985;01/01/1986;H
92800;1;CALLE;DE;BARCARROTA;BARCARROTA;30/06/1966;;V
92800;2;CALLE;;TREINTA Y CINCO;TREINTA Y CINCO;29/06/1966;30/06/1966;V
92900;1;CALLE;DE;BARCELO;BARCELÓ;18/02/1866;;V
93000;1;CALLE;DE;BARCELONA;BARCELONA;20/04/1849;;V
93000;2;CALLE;;ANCHA DE LOS MAJADERITOS;ANCHA DE LOS MAJADERITOS;11/01/1835;20/04/1849;V
93100;1;CALLE;DE;BARCIAL;BARCIAL;01/01/1981;01/11/1982;H
93200;1;CALLE;DEL;BARCO;BARCO;11/01/1835;;V
93300;1;CALLE;DE LA;BARDALA;BARDALA;01/01/1902;;V
93301;1;CALLE;DEL;BARDEGUERAL;BARDEGUERAL;30/11/1988;;V
93400;1;CALLE;DE;BARICHARA;BARICHARA;01/01/1964;;V
93500;1;PLAZA;DE;BARICHARA;BARICHARA;01/01/1964;;V
93600;1;CALLE;DE;BARLOVENTO;BARLOVENTO;23/07/1958;;V
93650;1;CALLE;DE;BARNES;BARNES;31/12/1985;01/01/1986;H
93700;1;CALLE;DE;BARNOSELL;BARNOSELL;31/12/1985;01/01/1986;H
93800;1;CALLE;DEL;BARON DEL CASTILLO DE CHIREL;BARÓN DEL CASTILLO DE CHIREL;28/12/1944;;V
93800;2;CALLE;DEL;BARON DEL CASTILLO;BARÓN DEL CASTILLO;01/01/1916;28/12/1944;V
93850;1;CALLE;DEL;BARON DE LA TORRE;BARÓN DE LA TORRE;01/01/1975;;V
93900;1;CAMINO;DE LOS;BARQUILLEROS;BARQUILLEROS;31/12/1985;01/01/1986;H
94000;1;CALLE;DEL;BARQUILLO;BARQUILLO;11/01/1835;;V
94100;1;CALLE;DE;BARRAFON;BARRAFÓN;26/03/1924;;V
94100;2;CALLE;;C;C;01/01/1916;26/03/1924;V
94200;1;PLAZA;DE;BARRAGAN;BARRAGÁN;01/01/1981;;V
94350;1;CALLE;DE;BARRANCA;BARRANCA;14/11/1956;;V
94350;2;CALLE;DE;COLMENAR;COLMENAR;13/11/1956;14/11/1956;V
94400;1;CALLE;DEL;BARRANCO;BARRANCO;31/12/1985;01/01/1986;H
94450;1;CALLE;DEL;BARRANCO DE LA MOLINERA;BARRANCO DE LA MOLINERA;31/12/1985;01/01/1986;H
94500;1;AVENIDA;DE LA;BARRANQUILLA;BARRANQUILLA;01/01/1964;;V
94600;1;CAMINO;DE LAS;BARRANQUILLAS;BARRANQUILLAS;31/12/1985;01/01/1986;H
94700;1;CALLE;DE;BARRENCALLE;BARRENCALLE;01/01/1954;;V
94800;1;CAMINO;DEL;BARRIAL;BARRIAL;01/01/1964;;V
94900;1;CALLE;DE;BARRILERO;BARRILERO;01/01/1898;;V
94925;1;CALLE;DEL;BARRIO DE CAMARILLAS;BARRIO DE CAMARILLAS;01/01/1971;;V
95000;1;CALLE;DE;BARRIONUEVO;BARRIONUEVO;01/01/1969;;V
95050;1;CALLE;DE;BARRIONUEVO DE POZAS;BARRIONUEVO DE POZAS;31/12/1985;01/01/1986;H
95100;1;CALLE;DE;LOS BARROS;LOS BARROS;01/01/1965;;V
95150;1;CALLE;DE;BASA;BASA;31/12/1985;01/01/1986;H
95200;1;PLAZA;DEL;BASALTO;BASALTO;20/09/1954;;V
95200;2;PLAZA;DE LA;IGLESIA;IGLESIA;19/09/1954;20/09/1954;V
95250;1;CALLE;DE;BASAURI;BASAURI;01/01/1967;;V
95300;1;CALLE;DE;BASCONES;BÁSCONES;01/01/1929;;V
95400;1;CALLE;DE;BASCUÑANA;BASCUÑANA;30/06/1966;;V
95400;2;CALLE;;TREINTA Y OCHO;TREINTA Y OCHO;29/06/1966;30/06/1966;V
95600;1;CALLE;DE;BASELLA;BASELLA;30/06/1966;;V
95600;2;CALLE;;R;R;29/06/1966;30/06/1966;V
95700;1;PLAZA;DE;BASILEA;BASILEA;19/10/1960;;V
95700;2;PLAZA;DEL;PARQUE DE LAS AVENIDAS;PARQUE DE LAS AVENIDAS;18/10/1960;19/10/1960;V
95750;3;CALLE;DE;NUESTRA SEÑORA DE LUJAN;NUESTRA SEÑORA DE LUJÁN;31/05/1967;30/12/1968;V
95750;1;CALLE;DE LA;BASILICA;BASÍLICA;30/12/1968;;V
95800;1;CALLE;DE;BASILIO PARAISO;BASILIO PARAÍSO;16/02/1928;;V
95900;1;CALLE;DE;BASILIO DE PRADO;BASILIO DE PRADO;01/01/1981;;V
96000;1;CALLE;DE;BASILISA LOPEZ;BASILISA LÓPEZ;31/12/1985;01/01/1986;H
96100;1;CALLE;DEL;BASTERO;BASTERO;11/01/1835;;V
96150;1;CALLE;DE LA;BATALLA DE ALFAMBRA;BATALLA DE ALFAMBRA;31/12/1985;01/01/1986;H
96175;1;CALLE;DE LA;BATALLA DE BAILEN;BATALLA DE BAILÉN;31/12/1985;01/01/1986;H
96200;1;CALLE;DE LA;BATALLA DE BELCHITE;BATALLA DE BELCHITE;08/02/1945;04/05/2017;V
