COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
458200;1;CALLE;DE LA;MANCHA;MANCHA;01/01/1986;;V
458300;1;CALLE;DE LOS;MANCHEGOS;MANCHEGOS;01/01/1929;;V
458400;1;CALLE;DEL;MANCO DE LEPANTO;MANCO DE LEPANTO;22/07/1949;;V
458500;1;CALLE;DE LA;MANDARINA;MANDARINA;14/07/1950;;V
458600;1;TRAVESÍA;DE LOS;CARMELITAS;CARMELITAS;29/09/1954;29/09/1954;V
458600;2;CALLEJÓN;DEL;CARMEN;CARMEN;29/09/1954;29/09/1954;V
458600;3;CALLE;DEL;MANGANESO;MANGANESO;29/09/1954;;V
458700;1;PASAJE;DE;MANGIRON;MANGIRÓN;01/09/1945;;V
458750;1;CALLE;DEL;MANICOMIO;MANICÓMIO;31/12/1985;01/01/1986;H
458800;1;CALLE;DE;MANIPA;MANIPA;14/07/1950;;V
458800;2;CALLE;DE;MENESES;MENESES;13/07/1950;14/07/1950;V
458900;1;CALLE;DE;MANISES;MANISES;27/01/1954;;V
459000;1;CALLE;DE;MANIZALES;MANIZALES;01/02/1964;;V
459100;2;TRAVESÍA;DE;MANOLITA Y ROSARIO GOMEZ ACEBO;MANOLITA Y ROSARIO GÓMEZ ACEBO;02/07/1954;01/01/1965;V
459100;1;CALLE;DE;MANOLA Y ROSARIO;MANOLA Y ROSARIO;01/01/1965;;V
459300;2;CALLE;;35;35;31/12/1962;01/01/1963;H
459300;1;CALLE;DE;MANOLETE;MANOLETE;01/01/1963;01/09/1981;H
459400;1;PLAZA;DE;MANOLETE;MANOLETE;02/10/1963;;V
459500;1;CALLE;DE;MANOTERAS;MANOTERAS;01/01/1970;01/01/1999;H
459550;2;CALLE;DE LA;PENETRACION;PENETRACIÓN;31/12/1970;01/01/1971;V
459550;1;AVENIDA;DE;MANOTERAS;MANOTERAS;01/01/1971;;V
459600;1;CAMINO;DE;MANOTERAS;MANOTERAS;01/01/1982;01/01/2008;H
459700;1;CALLE;DE;MANRESA;MANRESA;04/08/1961;;V
459800;1;CALLE;DE;MANSILLA;MANSILLA;19/12/1956;;V
459900;1;CALLE;DE;MANTUANO;MANTUANO;02/03/1887;;V
459900;2;CALLE;DE;SAN JOSE;SAN JOSÉ;01/01/1887;02/03/1887;V
460000;1;CALLE;DE;MANUEL;MANUEL;11/01/1835;;V
460100;1;CALLE;DE;MANUEL;MANUEL;29/09/1971;30/09/1992;H
460150;1;CALLE;DE;MANUEL AGUILAR MUÑOZ;MANUEL AGUILAR MUÑOZ;30/03/1973;;V
460200;1;CALLE;DE;MANUEL ALEIXANDRE;MANUEL ALEIXANDRE;01/01/1932;;V
460300;2;CALLE;DE;CERVANTES;CERVANTES;01/01/1972;01/01/1972;V
460300;1;CALLE;DE;MANUEL ALONSO;MANUEL ALONSO;01/01/1972;;V
460300;3;CALLE;DE LA;REINA MERCEDES;REINA MERCEDES;01/01/1972;01/01/1972;V
460500;1;CALLE;DE;MANUEL ARRANZ;MANUEL ARRANZ;28/05/1952;;V
460500;2;CALLE;DE;DON EDUARDO;DON EDUARDO;27/05/1952;28/05/1952;V
460600;1;PLAZA;DE;MANUEL BADIA;MANUEL BADÍA;01/01/1977;27/02/1990;H
460700;2;CALLE;DEL;HAYEDO;HAYEDO;23/12/2004;22/10/2010;H
460700;1;CALLE;DE;MANUEL BAENA;MANUEL BAENA;01/01/1969;23/12/2004;H
460800;1;CALLE;DE;MANUEL BARTOLOME COSSIO;MANUEL BARTOLOMÉ COSSÍO;01/01/1986;;V
460815;1;PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;25/01/1980;;V
460815;3;PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;13/10/1906;05/04/1961;V
460815;2;PLAZA;DE;ROMA;ROMA;05/04/1961;25/01/1980;V
460815;4;GLORIETA;DE LA;ALEGRIA;ALEGRÍA;01/01/1898;13/10/1906;V
460825;1;CALLE;DE;MANUEL BENEDITO;MANUEL BENEDITO;04/09/1963;;V
460825;2;CALLE;DE;MANUEL BENITO;MANUEL BENITO;03/09/1963;04/09/1963;V
461000;1;CALLE;DE;MANUEL DE BOFARULL;MANUEL DE BOFARULL;14/06/1963;;V
461100;1;CALLE;DE;MANUEL CALDEIRO;MANUEL CALDEIRO;25/03/1955;;V
461200;1;CALLE;DE;MANUEL CANALES;MANUEL CANALES;01/01/1986;;V
461300;1;CALLE;DE;MANUEL CANO;MANUEL CANO;01/01/1956;;V
461400;1;CALLE;DE;MANUEL CARMONA;MANUEL CARMONA;02/03/1887;;V
461400;2;CALLE;DE LOS;DOS COMPAÑEROS;DOS COMPAÑEROS;01/01/1887;02/03/1887;V
461500;1;CALLE;DE;MANUEL CARRION;MANUEL CARRIÓN;31/12/1985;01/01/1986;H
461600;1;CALLE;DE;MANUEL CAVERO;MANUEL CAVERO;01/01/1953;;V
461700;2;CALLE;;1;1;27/06/1941;19/07/1941;H
461700;1;CALLE;DE;MANUEL CERRADA;MANUEL CERRADA;19/07/1941;01/01/1986;H
461800;1;CALLE;DE;MANUEL COMIN;MANUEL COMÍN;17/08/1949;;V
461800;2;CALLE;DE;POMPEYA;POMPEYA;01/01/1949;17/08/1949;V
461900;1;CALLE;DE;MANUEL CORTINA;MANUEL CORTINA;06/10/1879;;V
462100;1;CALLE;DE;MANUEL DOMINGUEZ;MANUEL DOMÍNGUEZ;28/05/1952;08/07/1953;H
462200;1;CALLE;;42;42;01/01/1963;15/05/1991;H
462200;2;CALLE;DE;MANUEL DOMINGUEZ;MANUEL DOMÍNGUEZ;01/01/1963;15/05/1991;H
462300;1;PLAZA;DE;MANUEL ESCOBAR;MANUEL ESCOBAR;01/01/1976;;V
462400;1;CALLE;DE;MANUEL ESPI;MANUEL ESPÍ;01/01/1967;15/05/1991;H
462500;1;CALLE;DE;MANUEL DE FALLA;MANUEL DE FALLA;14/01/1949;;V
462600;1;CALLE;DE;MANUEL FERNANDEZ CABALLERO;MANUEL FERNÁNDEZ CABALLERO;26/03/1924;;V
462600;2;CALLE;DE LOS;HEREDEROS;HEREDEROS;08/05/1918;26/03/1924;V
462700;1;CALLE;DE;MANUEL FERNANDEZ Y GONZALEZ;MANUEL FERNÁNDEZ Y GONZÁLEZ;13/05/1898;;V
462700;2;CALLE;DE LA;VISITACION;VISITACIÓN;11/01/1835;13/05/1898;V
462800;2;CALLE;DE;JOSE DE CASO;JOSÉ DE CASO;31/12/1948;01/01/1949;V
462800;1;CALLE;DE;MANUEL FERRERO;MANUEL FERRERO;01/01/1949;;V
462900;1;CALLE;DE;MANUEL FORNAS;MANUEL FORNAS;01/01/1929;01/01/1971;H
463000;1;CALLE;DE;MANUEL GALINDO;MANUEL GALINDO;01/01/1949;;V
463100;1;CALLE;DE;SALVADOR GRANES;SALVADOR GRANÉS;06/04/1984;;V
463100;2;CALLE;DE;MANUEL GARCIA;MANUEL GARCÍA;01/01/1934;06/04/1984;V
463200;1;CALLE;DE;MANUEL GARCIA;MANUEL GARCÍA;01/01/1949;;V
463400;1;CALLE;DE;MANUEL GARCIA MINGUEZ;MANUEL GARCÍA MÍNGUEZ;01/01/1947;01/01/1960;H
463500;1;CALLE;DE;MANUEL GARRIDO;MANUEL GARRIDO;20/02/1951;;V
463600;1;CALLE;DE;MANUEL GASCON;MANUEL GASCÓN;01/01/1986;;V
463650;1;PLAZA;DE;MANUEL GOMEZ-MORENO;MANUEL GÓMEZ-MORENO;28/05/1971;;V
463700;1;CALLE;DE;MANUEL GONZALEZ;MANUEL GONZÁLEZ;01/01/1932;01/01/1980;H
463800;1;CALLE;DE;MANUEL GONZALEZ LONGORIA;MANUEL GONZÁLEZ LONGORÍA;01/01/1947;;V
463800;2;CALLE;DE;MANUEL LONGORIA;MANUEL LONGORÍA;01/01/1920;01/01/1947;V
463850;1;RONDA;DE;MANUEL GRANERO;MANUEL GRANERO;06/04/1979;;V
464100;1;CALLE;DE;MANUEL LABORDA;MANUEL LABORDA;02/07/1954;;V
464200;1;CALLE;DE;MANUEL LACALLE;MANUEL LACALLE;01/01/1928;26/10/1989;H
464300;2;CALLE;DE;JOSE URIOSTE;JOSÉ URIOSTE;21/03/1986;15/05/1991;H
464300;1;CALLE;DE;MANUEL LAGUNA;MANUEL LAGUNA;20/03/1986;21/03/1986;H
464400;1;CALLE;DE;MANUEL LAGUNA;MANUEL LAGUNA;01/01/1967;;V
464600;2;CALLE;DE;LAMELA CEDRON;LAMELA CEDRÓN;31/12/1948;01/01/1949;V
464600;1;CALLE;DE;MANUEL LAMELA;MANUEL LAMELA;01/01/1949;;V
464700;1;CALLE;DE;MANUEL LINARES;MANUEL LINARES;01/01/1973;;V
464800;1;CALLE;DE;MANUEL LUNA;MANUEL LUNA;01/01/1903;;V
464800;2;CALLE;DE;DON MANUEL;DON MANUEL;01/01/1898;01/01/1903;V
464900;1;CALLE;DE;MANUEL MARAÑON;MANUEL MARAÑÓN;17/08/1949;;V
465000;1;CALLE;DE;MANUEL MARCHAMALO;MANUEL MARCHAMALO;01/01/1940;;V
465050;1;CALLE;DE;EDUARDO MARISTANY;EDUARDO MARISTANY;31/01/1979;31/01/1979;V
465050;2;PARTICULAR;DE;JOSE MARIA DE PEÑARANDA;JOSÉ MARÍA DE PEÑARANDA;31/01/1979;31/01/1979;V
465050;3;CALLE;DE;MANUEL MARIA ARRILLAGA;MANUEL MARÍA ARRILLAGA;31/01/1979;;V
465100;1;CALLE;DE;MANUEL MARIA IGLESIAS;MANUEL MARÍA IGLESIAS;01/01/1986;;V
465200;1;CALLE;DE;MANUEL MAROTO;MANUEL MAROTO;22/07/1949;;V
465300;1;PLAZA;DE;MANUEL MATEO;MANUEL MATEO;24/06/1954;;V
465400;2;CALLE;;57;57;31/12/1962;01/01/1971;H
465400;1;CALLE;DE;MANUEL MEJIAS RAPELA;MANUEL MEJÍAS RAPELA;01/01/1971;01/09/1981;H
465500;1;CALLE;DE;MANUEL MENENDEZ;MANUEL MENÉNDEZ;12/02/1962;12/04/1991;H
465600;1;CALLE;DE;MANUEL DE MIGUEL;MANUEL DE MIGUEL;20/03/1967;12/04/1991;H
465700;2;CALLE;DEL;DOCTOR CEBRIAN;DOCTOR CEBRIÁN;31/12/1948;01/01/1949;V
465700;1;CALLE;DE;MANUEL MONTILLA;MANUEL MONTILLA;01/01/1949;;V
465800;1;CALLE;DE;MANUEL MUÑOZ;MANUEL MUÑOZ;03/11/1929;;V
465900;1;CALLE;DE;MANUEL NIETO;MANUEL NIETO;01/01/1967;;V
466000;1;CALLE;DE;MANUEL NOGUEIRO;MANUEL NOGUEIRO;01/01/1974;;V
466100;1;CALLE;DE;MANUEL NOYA;MANUEL NOYA;02/07/1954;;V
466300;1;CALLE;DE;MANUEL PARDIÑAS;MANUEL PARDIÑAS;31/12/1985;01/01/1986;H
466400;1;CALLE;DE;MANUEL PAVIA;MANUEL PAVÍA;01/01/1969;;V
466500;1;CALLE;DE;MANUEL PEREZ;MANUEL PÉREZ;31/12/1975;12/04/1991;H
466600;1;CALLE;DE;MANUEL PRADILLO;MANUEL PRADILLO;01/01/1916;01/01/1972;H
466700;1;CALLE;DE;MANUEL ROMERO;MANUEL ROMERO;01/01/1971;07/05/1984;H
466750;1;CALLE;DE;MANUEL SANCHEZ;MANUEL SÁNCHEZ;31/12/1985;01/01/1986;H
466800;1;CALLE;DE;MANUEL SARRION;MANUEL SARRIÓN;27/06/1941;04/05/2017;V
466800;3;CALLE;DE;JULIAN ZUGAZAGOITIA;JULIÁN ZUGAZAGOITIA;04/05/2017;;V
466800;2;CALLE;DE;GABRIEL PRADAL;GABRIEL PRADAL;01/01/1940;27/06/1941;V
467000;1;CALLE;DE;MANUEL SILVELA;MANUEL SILVELA;27/02/1895;;V
467050;1;CALLE;DE;MANUEL TOVAR;MANUEL TOVAR;28/12/1973;;V
467100;1;CALLE;DE;MANUEL URIBE;MANUEL URIBE;14/11/1947;;V
467150;1;CALLE;DE;MANUEL VALDES;MANUEL VALDÉS;31/12/1985;01/01/1986;H
467200;1;CALLE;DE;MANUEL DEL VALLE;MANUEL DEL VALLE;01/01/1986;;V
467300;2;CALLEJÓN;DE;DON MANUEL VELEZ;DON MANUEL VÉLEZ;31/12/1968;01/01/1969;V
467300;1;CALLE;DE;MANUEL VELEZ;MANUEL VÉLEZ;01/01/1969;;V
467400;1;CALLE;DE;MANUEL VILLAR;MANUEL VILLAR;31/03/1981;01/04/1981;H
467500;1;CALLE;DE;MANUEL VILLARTA;MANUEL VILLARTA;01/01/1954;;V
467500;2;CALLE;DE;MANGA;MANGA;01/01/1929;01/01/1954;V
467550;1;CALLE;DE;MANUEL ZANON;MANUEL ZANÓN;31/12/1985;01/01/1986;H
467700;1;CALLE;DE;MANUELA MALASAÑA;MANUELA MALASAÑA;11/10/1961;;V
467700;2;CALLE;;MALASAÑA;MALASAÑA;03/05/1869;11/10/1961;V
467800;1;CALLE;DE;MANUELA MINGUEZ;MANUELA MÍNGUEZ;01/01/1940;;V
467900;1;CALLE;DE;MANUELA RODRIGUEZ;MANUELA RODRÍGUEZ;01/01/1976;01/01/1995;H
468000;3;CALLE;DE;MANUELA TORREGROSA;MANUELA TORREGROSA;27/06/1907;07/08/1928;V
468000;1;CALLE;DE;MANUELA TORREGROSA;MANUELA TORREGROSA;14/12/1928;;V
468000;2;CALLE;;TRANSVERSAL D;TRANSVERSAL D;07/08/1928;14/12/1928;V
468100;1;CALLE;DE LA;MANZANA;MANZANA;11/01/1835;;V
468200;1;CALLE;DEL;MANZANAR;MANZANAR;01/01/1981;;V
468300;1;CALLE;DEL;MANZANARES;MANZANARES;20/03/1882;;V
468400;1;AVENIDA;DEL;MANZANARES;MANZANARES;15/07/1960;;V
468400;2;CALLE;DE;PRADO DE LOS ABADES;PRADO DE LOS ABADES;14/07/1960;15/07/1960;V
468500;1;CALLE;DEL;MAÑO;MAÑO;01/01/1955;;V
468600;1;CALLE;DE;MAQUEDA;MAQUEDA;30/06/1966;;V
468700;1;CALLE;DE LOS;MAQUILEROS;MAQUILEROS;09/03/1962;;V
468800;1;CALLE;DE LA;MAQUINA;MÁQUINA;01/01/1929;01/01/1986;H
468850;1;CALLE;DEL;MAR OCEANA;MAR OCÉANA;29/03/1985;15/05/1991;H
468900;1;CALLE;DE LA;MAQUINARIA;MAQUINARIA;09/03/1962;;V
468902;2;CALLE;DE;BURGOS BAJA;BURGOS BAJA;18/02/1953;18/02/1953;V
468902;3;CALLE;DEL;GENERAL MOSCARDO;GENERAL MOSCARDÓ;18/02/1953;18/02/1953;V
468902;1;CALLE;DEL;MAR AMARILLO;MAR AMARILLO;18/02/1953;;V
468950;1;PLAZA;DEL;MAR;MAR;20/02/1965;;V
469100;2;CALLE;DE LA;VEREDA DE LOS TOROS;VEREDA DE LOS TOROS;18/02/1953;18/02/1953;V
469100;3;CAMINO;DE;FUENCARRAL;FUENCARRAL;17/02/1953;18/02/1953;V
469100;1;CALLE;DEL;MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;17/02/1953;;V
469200;1;CALLE;DEL;MAR DE ARAL;MAR DE ARAL;18/02/1953;;V
469200;3;CALLE;DE;BARRIONUEVO;BARRIONUEVO;17/02/1953;18/02/1953;V
469200;2;CALLE;DEL;NORTE;NORTE;01/01/1953;01/02/1953;V
469300;1;CALLE;DEL;MAR BALTICO;MAR BÁLTICO;18/02/1953;;V
469300;2;CALLE;DEL;MEDIODIA;MEDIODÍA;17/02/1953;18/02/1953;V
469400;3;CALLE;DE;CERVANTES;CERVANTES;18/02/1953;18/02/1953;V
469400;2;CALLE;DE LA;IGLESIA;IGLESIA;18/02/1953;18/02/1953;V
469400;1;CALLE;DEL;MAR DE BERING;MAR DE BERING;18/02/1953;;V
469500;1;CALLE;DEL;MAR BLANCO;MAR BLANCO;31/10/1982;01/11/1982;H
469600;3;CALLE;DE;JOSE ANTONIO;JOSÉ ANTONIO;18/02/1953;18/02/1953;V
469600;2;CALLE;DE LA;JUVENTUD;JUVENTUD;18/02/1953;18/02/1953;V
469600;1;CALLE;DEL;MAR CANTABRICO;MAR CANTÁBRICO;18/02/1953;;V
469700;4;PLAZA;DEL;ASTIAL;ASTIAL;18/02/1953;18/02/1953;V
469700;1;CALLE;DEL;MAR CASPIO;MAR CASPIO;18/02/1953;;V
469700;2;PLAZA;DEL;MAR CASPIO;MAR CASPIO;18/02/1953;18/02/1953;V
469700;5;PLAZA;DE;PABLO IGLESIAS;PABLO IGLESIAS;18/02/1953;18/02/1953;V
469700;3;PASEO;DEL;SAGRADO CORAZON;SAGRADO CORAZÓN;18/02/1953;18/02/1953;V
469800;2;CALLE;DE;RUSIA;RUSIA;18/02/1953;18/02/1953;V
469800;3;CALLE;DE;CALVO SOTELO;CALVO SOTELO;17/02/1953;18/02/1953;V
469800;1;CALLE;DEL;MAR DE CORAL;MAR DE CORAL;17/02/1953;;V
469850;1;CALLE;DEL;MAR DE LAS HERAS;MAR DE LAS HERAS;31/12/1985;01/01/1986;H
469900;1;CALLE;DEL;MAR DEL JAPON;MAR DEL JAPÓN;18/02/1953;;V
469900;2;CALLE;DE;RUIZ DE ALDA;RUIZ DE ALDA;17/02/1953;18/02/1953;V
470000;2;CALLE;DE;MADRID;MADRID;22/07/1949;18/02/1953;V
470000;1;CALLE;DEL;MAR DE KARA;MAR DE KARA;18/02/1953;;V
470100;3;CALLE;DE;FERRER;FERRER;18/02/1953;18/02/1953;V
470100;4;CALLE;DEL;GENERAL MOLA;GENERAL MOLA;18/02/1953;18/02/1953;V
470100;1;CALLE;DEL;MAR MEDITERRANEO;MAR MEDITERRÁNEO;18/02/1953;;V
470100;2;CALLE;DE LA;TAHONA;TAHONA;18/02/1953;18/02/1953;V
470150;1;CALLE;DEL;MAR MENOR;MAR MENOR;30/09/1970;;V
470150;2;CALLE;DE LA;NORIA Y EL POZO;NORIA Y EL POZO;30/09/1970;30/09/1970;V
470150;3;CALLE;DE LAS;NORIAS;NORIAS;30/09/1970;30/09/1970;V
470200;2;CALLE;DE;BURGOS ALTA;BURGOS ALTA;18/02/1953;18/02/1953;V
470200;1;CALLE;DEL;MAR NEGRO;MAR NEGRO;18/02/1953;;V
470200;3;CALLE;DE;RAMON Y CAJAL;RAMÓN Y CAJAL;18/02/1953;18/02/1953;V
470300;2;CALLE;DE;CASTELAR;CASTELAR;18/02/1953;18/02/1953;V
470300;3;CALLE;DEL;CUARTEL;CUARTEL;18/02/1953;18/02/1953;V
470300;4;CALLE;DEL;GENERAL SAN JURJO;GENERAL SAN JURJO;18/02/1953;18/02/1953;V
470300;1;CALLE;DEL;MAR DE OMAN;MAR DE OMÁN;18/02/1953;;V
470400;1;CALLE;DEL;MAR DE ORAN;MAR DE ORÁN;31/12/1985;01/01/1986;H
470500;1;PLAZA;DE;MAR DEL PLATA;MAR DEL PLATA;18/02/1953;;V
470500;2;PLAZA;DE;CALVO SOTELO;CALVO SOTELO;17/02/1953;18/02/1953;V
470600;1;CALLE;DEL;MAR DE LA SONDA;MAR DE LA SONDA;18/02/1953;;V
470600;2;CALLE;DE LA;LECHUGA;LECHUGA;17/02/1953;18/02/1953;V
470700;1;CALLE;DEL;MARABU;MARABÚ;14/07/1950;01/01/1998;H
470700;2;CALLE;;PRINCIPAL;PRINCIPAL;13/07/1950;14/07/1950;H
470750;1;CALLE;DE;MARACENA;MARACENA;07/05/1984;;V
470800;1;CALLE;DE;MARANCHON;MARANCHÓN;23/11/1956;01/01/1999;H
470900;1;CALLE;DE;LA MARAÑOSA;LA MARAÑOSA;14/10/1953;;V
471000;1;CALLE;DE LOS;FAUNOS;FAUNOS;14/07/1950;14/07/1950;V
471000;2;CALLE;DE LA;MARATON;MARATÓN;14/07/1950;;V
471100;2;CALLE;DE;MARBELLA;MARBELLA;29/11/1967;;V
471100;1;CALLE;DEL;CERRO MINGUETE;CERRO MINGUETE;04/04/1956;29/11/1967;V
471200;1;CALLE;DE;MARCELIANO SANTA MARIA;MARCELIANO SANTA MARÍA;24/06/1953;;V
471300;1;CALLE;DE;MARCELINA;MARCELINA;01/01/1929;;V
471350;1;CALLE;DE;MARCELINA ARANGUREN;MARCELINA ARANGUREN;31/12/1985;01/01/1986;H
471400;1;CALLE;DE;MARCELINO ALVAREZ;MARCELINO ÁLVAREZ;10/11/1950;;V
471600;1;CALLE;DE;MARCELINO CASTILLO;MARCELINO CASTILLO;01/01/1969;;V
471800;1;CALLE;DE;MARCELINO ROA VAZQUEZ;MARCELINO ROA VÁZQUEZ;01/01/1956;;V
471800;2;CALLE;DE;EGUIA;EGUÍA;01/01/1947;01/01/1956;V
471900;1;CALLE;DE;MARCELO LABERNIA;MARCELO LABERNIA;31/12/1985;01/01/1986;H
472000;1;CALLE;DE;MARCELO USERA;MARCELO USERA;27/07/1944;;V
472000;2;CALLE;DE;FRANCISCO PUIG;FRANCISCO PUIG;09/10/1931;27/07/1944;V
472000;3;CALLE;DE;FRANCISCO MORA;FRANCISCO MORA;08/10/1931;09/10/1931;V
472100;1;CALLE;DE;MARCENADO;MARCENADO;02/03/1887;;V
472100;2;CALLE;DE;SUBIELA;SUBIELA;01/03/1887;02/03/1887;V
472150;1;CALLE;DE;MARCHAMALO;MARCHAMALO;29/09/1972;;V
472200;1;CALLE;DE;MARCIAL;MARCIAL;31/12/1985;01/01/1986;H
472300;1;GLORIETA;DE;MARCIAL DE LUCAS;MARCIAL DE LUCAS;31/12/1985;01/01/1986;H
472400;1;CALLE;DE;MARCONI;MARCONI;01/01/1971;18/01/1990;H
472500;1;CALLE;DE;LUISA SANTOS;LUISA SANTOS;29/07/1960;29/07/1960;V
472500;2;CALLE;DE;MARCOS DE ORUETA;MARCOS DE ORUETA;29/07/1960;;V
472500;3;CALLE;DE;SANTA MARTINA;SANTA MARTINA;29/07/1960;29/07/1960;V
472600;1;CALLE;DE;MARCUDOS;MARCUDOS;14/03/1954;;V
472700;1;PASAJE;DE;MARCUDOS;MARCUDOS;28/07/1955;;V
472800;1;CALLE;DE;MARGARITA LUGO;MARGARITA LUGO;01/01/1986;23/05/2003;H
472900;1;CALLE;DE LAS;MARGARITAS;MARGARITAS;11/10/1875;;V
473050;1;PLAZUELA;DE;MARI LUZ;MARI LUZ;31/10/1985;;V
473100;1;CALLE;DE;MARI-PEPA;MARI-PEPA;01/01/1983;01/01/1985;H
473200;1;CALLE;DE;MARIA ALONSO;MARÍA ALONSO;20/10/1951;;V
473300;1;CALLE;DE;MARIA DE LOS ANGELES;MARÍA DE LOS ÁNGELES;01/01/1929;01/01/1977;H
473400;1;CALLE;DE;MARIA ANTONIA;MARÍA ANTONIA;02/07/1954;;V
473500;1;CALLE;DE;GALAPAGAR;GALAPAGAR;30/12/1944;14/07/1950;V
473500;2;CALLE;DE;MARIA AUXILIADORA;MARÍA AUXILIADORA;14/07/1950;;V
473500;3;CALLE;DE LA;DEHESA DE LA VILLA;DEHESA DE LA VILLA;01/01/1916;30/12/1944;V
473600;1;CALLE;DE;MARIA BLANCO;MARÍA BLANCO;10/11/1950;;V
473700;1;CALLE;DE;MARIA BOSCH;MARÍA BOSCH;22/12/1950;;V
473900;1;CALLE;DE;MARIA DEL CARMEN;MARÍA DEL CARMEN;06/07/1934;;V
473900;2;CALLE;DE;CARMEN DE BURGOS;CARMEN DE BURGOS;01/01/1934;06/07/1934;V
473900;3;CALLE;DE;ESPAÑA;ESPAÑA;01/01/1932;01/01/1934;V
474000;1;CALLE;DE;MARIA DEL CARMEN DIAZ;MARÍA DEL CARMEN DÍAZ;31/12/1972;12/04/1991;H
474000;2;CALLE;DE;MARIA DEL CARMEN DIEZ;MARÍA DEL CARMEN DIEZ;30/12/1972;31/12/1972;H
474001;1;TRAVESÍA;DE;MARIA DEL CARMEN DIAZ;MARÍA DEL CARMEN DÍAZ;31/12/1985;01/01/1986;H
474100;1;CALLE;DE;MARIA DIAZ;MARÍA DÍAZ;01/01/1958;01/02/1984;H
474400;1;CALLE;DE;MARIA DOMINGO;MARÍA DOMINGO;01/01/1982;;V
474500;1;CALLE;DE;MARIA ENCINAS;MARÍA ENCINAS;01/01/1929;;V
474600;1;CALLE;DE;MARIA ESTELA;MARÍA ESTELA;31/12/1985;01/01/1986;H
474700;1;PLAZA;DE;MARIA ESTELA;MARÍA ESTELA;31/12/1985;01/01/1986;H
474800;1;CALLE;DE;MARIA FRANCISCA;MARÍA FRANCISCA;01/01/1949;;V
474900;1;CALLE;DE;MARIA DE LA GLORIA;MARÍA DE LA GLORIA;31/12/1985;01/01/1986;H
475000;1;CALLE;DE LA;VICTORIA;VICTORIA;31/12/1921;01/01/1922;V
475000;2;CALLE;DE;MARIA GUERRERO;MARÍA GUERRERO;01/01/1922;;V
475100;1;PLAZA;DE;MARIA GUERRERO;MARÍA GUERRERO;04/05/1922;;V
475200;1;CALLE;DE;MARIA GUILHOU;MARÍA GUILHOU;01/01/1949;;V
475300;1;CALLE;DE;MARIA DE GUZMAN;MARÍA DE GUZMÁN;21/07/1880;;V
475350;1;CALLE;DE;MARIA HOGARES;MARÍA HOGARES;31/12/1985;01/01/1986;H
475400;1;CALLE;DE;MARIA IGNACIA;MARÍA IGNACIA;01/01/1916;;V
475500;1;CALLE;DE;MARIA ISABEL;MARÍA ISABEL;01/01/1932;;V
475550;2;CALLE;DE;MARIA ISABEL NAVARRO;MARÍA ISABEL NAVARRO;24/07/1970;;V
475550;1;CALLE;DE;CONSUELO LORENZO;CONSUELO LORENZO;23/07/1970;24/07/1970;V
475600;1;CALLE;DE;MARIA ISIDRA;MARÍA ISIDRA;01/01/1986;;V
475700;1;TRAVESÍA;DE;MARIA ISIDRA;MARÍA ISIDRA;01/01/1981;01/01/2008;H
475800;1;CALLE;DE;MARIA JENARA;MARÍA JENARA;01/01/1973;;V
475900;1;CALLE;DE;MARIA JESUS;MARÍA JESÚS;01/01/1974;;V
476000;1;CALLE;DE;MARIA JIMENEZ;MARÍA JIMÉNEZ;01/01/1979;01/01/1999;H
476100;1;CALLE;DE;MARIA JOSEFA;MARÍA JOSÉFA;01/01/1986;;V
476200;1;CALLE;DE;MARIA JUANA;MARÍA JUANA;01/01/1929;;V
476300;1;TRAVESÍA;DE;MARIA JUANA;MARÍA JUANA;01/01/1956;;V
476400;1;CALLE;DE;MARIA JULIA;MARÍA JULIA;31/12/1985;01/01/1986;H
476600;1;CALLE;DE;MARIA LOMBILLO;MARÍA LOMBILLO;01/01/1986;;V
476700;1;CALLE;DE;MARIA LUISA;MARÍA LUISA;01/01/1934;;V
476800;2;CALLE;DE;TOMAS MEABE;TOMÁS MEABE;27/09/1985;;V
476800;1;CALLE;DE;MARIA MAGDALENA;MARÍA MAGDALENA;09/11/1917;27/09/1985;V
477000;1;CALLE;DE;MARIA MALIBRAN;MARÍA MALIBRÁN;16/06/1933;01/01/2010;H
477100;1;CALLE;DE;MARIA MARTINEZ;MARÍA MARTÍNEZ;01/01/1986;;V
477200;1;CALLE;DE;MARIA MARTINEZ OVIOL;MARÍA MARTÍNEZ OVIOL;01/01/1969;;V
477300;2;CALLE;DE;DOÑA MARIA DE MOLINA;DOÑA MARÍA DE MOLINA;21/07/1880;01/01/1916;V
477300;1;CALLE;DE;MARIA DE MOLINA;MARÍA DE MOLINA;01/01/1916;;V
477400;1;CALLE;DE;MARIA DE LAS NIEVES LOZANO;MARÍA DE LAS NIEVES LOZANO;01/01/1970;01/01/2007;H
477500;1;CALLE;DE;MARIA NISTAL;MARÍA NISTAL;01/01/1968;;V
477600;1;CALLE;DE;MARIA ODIAGA;MARÍA ODIAGA;09/01/1948;;V
477700;1;CALLE;DE;MARIA ORCASITAS;MARÍA ORCASITAS;31/12/1985;01/01/1986;H
