tipo_bloque,C,50;TIPO,C,254;VIA_CLASE,C,254;VIA_PAR,C,254;VIA_NOMBRE,C,254;CLASE_APP,C,254;NUMERO,N,10,0;COD_NDP,N,10,0;DISTRITO,N,10,0;BARRIO,N,10,0;X_UTM,N,19,11;Y_UTM,N,19,11
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+650;05NL65ALUM01;4;4;443998,2389;4476331,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+690;05NL69ALUM01;4;4;443992,9543;4476290,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+710;05NL71ALUM02;4;4;443989,2814;4476271,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+710;05NL71ALUM03;4;4;443990,2423;4476276,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+720;05NL72ALUM02;4;4;443987,4639;4476261,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+720;05NL72ALUM03;4;4;443988,3953;4476266,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+030;05RA03ALUM01;4;4;444042,6576;4476664,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+090;05RA09ALUM01;4;4;443999,2003;4476627,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+140;05RA14ALUM01;4;4;443956,7721;4476630,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+100;05RC10ALUM01;4;4;444034,993;4476603,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+160;05RC16ALUM01;4;4;444030,0343;4476538,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+010;05RE01ALUM01;15;5;444091,5983;4476422,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+060;05RE06ALUM01;15;5;444108,265;4476465,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+090;05RE09ALUM01;15;5;444115,6725;4476499,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+130;05RE13ALUM01;15;5;444140,5402;4476522,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+170;05RE17ALUM01;15;5;444172,8153;4476551,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+210;05RE21ALUM01;15;5;444213,0268;4476563,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+070;05RH07ALUM01;15;5;444176,2496;4476565,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+100;05RH10ALUM01;15;5;444142,9165;4476582,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+140;05RH14ALUM01;15;5;444124,1385;4476621,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+170;05RH17ALUM01;15;5;444136,0433;4476652,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-4;KM;05+030;05UL03ALUM01;13;1;442049,9454;4469597,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-4;KM;05+070;05UL07ALUM01;13;1;442069,7021;4469567,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-4;KM;05+090;05UL09ALUM01;13;1;442087,3909;4469536,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-4;KM;05+020;05UT02ALUM01;13;1;442074,3318;4469618,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-4;KM;05+060;05UT06ALUM01;13;1;442092,8688;4469589,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-4;KM;05+090;05UT09ALUM03;13;1;442110,8498;4469559,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-2;KM;05+010;05VA01ALUM01;20;8;445050,8965;4477834,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-2;KM;05+020;05VA02ALUM01;20;8;445045,3742;4477844,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-2;KM;05+030;05VA03ALUM01;16;2;445039,2706;4477855,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+760;05VL76ALUM01;9;3;437363,5734;4478007,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+810;05VL81ALUM01;9;3;437331,0295;4478036,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+850;05VL85ALUM01;9;3;437297,4047;4478056,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+920;05VL92ALUM01;9;3;437239,1619;4478106,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T - Techo.;SA - Sodio alta presión.;AUTOVIA;;A-2;KM;05+120;05VM12ALUM03;15;5;444156,9254;4477358,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T - Techo.;SA - Sodio alta presión.;AUTOVIA;;A-2;KM;05+130;05VM13ALUM03;15;5;444166,8291;4477363,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+600;05VT60ALUM01;9;3;437504,6019;4477848,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+600;05VT60ALUM02;9;3;437473,334;4477875,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+640;05VT64ALUM01;9;3;437437,1874;4477907,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+680;05VT68ALUM01;9;3;437404,1631;4477932,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+720;05VT72ALUM01;9;3;437376,1825;4477954,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+770;05VT77ALUM01;9;3;437330,4288;4477985,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+800;05VT80ALUM01;9;3;437305,3304;4478007,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+900;05VT90ALUM01;9;3;437228,3538;4478070,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+920;05VT92ALUM01;9;3;437212,8623;4478072,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+930;05VT93ALUM01;9;3;437212,8565;4478089,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+940;05VT94ALUM01;9;3;437212,8831;4478105,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+940;05VT94ALUM02;9;3;437212,9591;4478117,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;05+970;05VT97ALUM01;9;3;437179,2376;4478107,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+080;05XC08ALUM02;15;5;444113,4634;4476892,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+080;05XC08ALUM03;15;5;444113,3363;4476897,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+720;05XC72ALUM01;15;4;444040,2735;4476267,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+720;05XC72ALUM02;15;4;444039,3722;4476262,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+730;05XC73ALUM02;15;4;444038,3885;4476257,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+730;05XC73ALUM03;15;4;444037,4865;4476252,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+020;05XL02ALUM01;15;5;444142,8892;4476944,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+070;05XL07ALUM01;15;5;444143,4751;4476897,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+080;05XL08ALUM01;15;5;444143,4553;4476892,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+140;05XL14ALUM01;15;5;444144,0707;4476835,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+200;05XL20ALUM01;15;5;444149,5358;4476767,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+250;05XL25ALUM01;15;5;444145,8319;4476715,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+350;05XL35ALUM01;15;5;444122,2866;4476614,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+400;05XL40ALUM01;15;5;444104,0706;4476564,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+480;05XL48ALUM01;15;5;444102,9741;4476494,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+630;05XL63ALUM01;15;4;444071,6837;4476342,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+690;05XL69ALUM01;15;4;444065,672;4476283,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+710;05XL71ALUM01;15;4;444057,705;4476264,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+720;05XL72ALUM02;15;4;444056,7407;4476259,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+720;05XL72ALUM03;15;4;444056,0616;4476254,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;05+730;05XL73ALUM01;15;4;444055,2515;4476249,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+120;06NC12ALUM01;4;4;443956,2522;4475865,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+130;06NC13ALUM01;15;4;443955,8313;4475854,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+130;06NC13ALUM02;15;4;443955,8857;4475860,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+140;06NC14ALUM02;15;4;443955,7351;4475845,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+140;06NC14ALUM03;15;4;443955,8227;4475849,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+150;06NC15ALUM01;15;1;443955,6309;4475834,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+150;06NC15ALUM02;15;1;443955,6837;4475840,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+160;06NC16ALUM01;4;3;443955,5282;4475824,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+160;06NC16ALUM02;4;3;443955,5828;4475830,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+170;06NC17ALUM01;4;3;443955,4818;4475820,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+120;06NL12ALUM01;4;4;443929,1149;4475864,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+130;06NL13ALUM02;4;4;443929,0641;4475859,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+130;06NL13ALUM03;4;4;443928,9882;4475853,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+140;06NL14ALUM03;4;4;443929,0979;4475848,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+140;06NL14ALUM04;4;4;443928,901;4475843,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+150;06NL15ALUM03;4;3;443928,8122;4475833,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+150;06NL15ALUM04;4;3;443928,7784;4475839,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+160;06NL16ALUM01;4;3;443928,6908;4475828,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+160;06NL16ALUM02;4;3;443928,72;4475824,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+170;06NL17ALUM01;4;3;443928,6727;4475818,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+170;06NL17ALUM02;4;3;443928,6213;4475814,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+360;06NL36ALUM01;4;3;443935,1795;4475631,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+380;06NL38ALUM01;4;3;443937,7469;4475604,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+410;06NL41ALUM01;4;3;443940,4806;4475571,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+440;06NL44ALUM01;4;3;443943,5182;4475541,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+480;06NL48ALUM01;4;3;443947,467;4475493,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+540;06NL54ALUM01;4;3;443954,2256;4475437,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+590;06NL59ALUM01;4;3;443959,997;4475381,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+660;06NL66ALUM01;4;3;443966,2241;4475321,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+720;06NL72ALUM01;4;3;443975,6406;4475266,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+780;06NL78ALUM01;4;3;443986,5761;4475210,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+850;06NL85ALUM01;4;3;444000,7031;4475143,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+890;06NL89ALUM01;4;3;444007,9912;4475101,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+950;06NL95ALUM01;4;3;444016,8003;4475050,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+990;06NL99ALUM01;4;3;444023,483;4475005,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+030;06RA03ALUM01;4;4;443977,8172;4476230,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+090;06RA09ALUM01;4;4;443966,3694;4476166,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+140;06RA14ALUM01;4;4;443957,8767;4476122,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+170;06RA17ALUM01;4;4;443950,5628;4476086,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+220;06RA22ALUM01;4;4;443945,9193;4476041,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+260;06RA26ALUM01;4;4;443937,7182;4475999,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+300;06RA30ALUM01;4;4;443929,517;4475962,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+330;06RA33ALUM01;4;4;443925,2841;4475930,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+360;06RA36ALUM01;4;4;443921,0512;4475898,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+000;06RE00ALUM01;4;3;443921,6359;4475804,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+020;06RE02ALUM01;4;3;443923,571;4475779,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+060;06RE06ALUM01;4;3;443925,921;4475736,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+100;06RE10ALUM01;4;3;443929,9464;4475700,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+130;06RE13ALUM01;4;3;443932,4958;4475667,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+030;06RH03ALUM01;15;1;444003,2448;4475720,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+040;06RH04ALUM01;15;1;444001,2608;4475738,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+060;06RH06ALUM01;15;1;444000,0704;4475755,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+070;06RH07ALUM01;15;1;443998,88;4475772,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+090;06RH09ALUM01;15;1;443997,6896;4475786,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+100;06RH10ALUM01;15;1;443994,6579;4475801,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+030;06RM03ALUM01;15;4;443992,2143;4475895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+070;06RM07ALUM01;15;4;443996,815;4475929,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+090;06RM09ALUM01;15;4;444000,2542;4475958,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+130;06RM13ALUM02;15;4;444009,2489;4475994,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+170;06RM17ALUM02;15;4;444017,9792;4476035,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+220;06RM22ALUM01;15;4;444032,1004;4476079,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+300;06RM30ALUM01;15;4;444033,6775;4476158,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+360;06RM36ALUM01;15;4;444047,4421;4476220,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+020;06RN02ALUM01;15;1;444085,6371;4475112,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+050;06RN05ALUM01;15;1;444079,0047;4475147,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+140;06RN14ALUM01;15;1;444070,1614;4475228,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+240;06RN24ALUM01;15;1;444047,0132;4475330,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+250;06RN25ALUM01;15;1;444053,9973;4475342,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+260;06RN26ALUM01;15;1;444061,5027;4475354,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;06+270;06RN27ALUM01;15;1;444076,3655;4475361,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;06+000;06VL00ALUM01;9;3;437177,9168;4478156,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;06+050;06VL05ALUM01;9;3;437140,6894;4478188,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;06+110;06VL11ALUM01;9;3;437099,7393;4478225,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;06+230;06VL23ALUM02;9;3;437019,429;4478314,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;06+270;06VL27ALUM02;9;3;436994,2351;4478345,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;A-6;KM;06+580;06VL58ALUM01;9;3;436824,0598;4478609,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
