COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;VIA_NOMBRE_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;VIA_NOMBRE_TERMINA
00000754;CALLE;DEL;CANAL DE PANAMÁ;00796700;CALLE;DE LA;VIRGEN DEL VAL;748600;CALLE;DE;TORRELAGUNA
00131700;CALLE;DEL;CANAL DE SUEZ;00439900;AVENIDA;DE;LOGROÑO;593500;CALLE;DE;LOS PILARES
00131800;PASAJE;DEL;CANAL DE SUEZ;00328300;AVENIDA;;GENERAL;131700;CALLE;DEL;CANAL DE SUEZ
00131000;CALLE;DEL;CANAL DEL BÓSFORO;00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO;272900;CALLE;DE LA;ESFINGE
00002592;CAMINO;DE LA;CANALEJA;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL;905983;CAMINO;;VIEJO DE ALCORCÓN
00131900;PLAZA;DE;CANALEJAS;00673100;CARRERA;DE;SAN JERÓNIMO;711700;CALLE;DE;SEVILLA
31000387;CALLE;DEL;CANALILLO;00308300;CALLE;DE;FRANCISCO REMIRO;31000454;CALLE;DE;JOSÉ MARÍA SÁNCHEZ SILVA
00132200;PASAJE;DE LA;CANALIZACIÓN;00059400;CALLE;DE;ANTONIO LÓPEZ;468400;AVENIDA;DEL;MANZANARES
00132250;CALLE;DEL;CANAPIARE;00228325;CALLE;DE;CHAPARRAL;228325;CALLE;DE;CHAPARRAL
00132300;CALLE;DE LAS;CANARIAS;00697200;PASEO;DE;SANTA MARÍA DE LA CABEZA;501700;CALLE;DE;MÉNDEZ ÁLVARO
31001795;CALLE;DE LOS;CANARIOS;31001792;CALLE;DE LOS;MILANOS;31001794;CALLE;DEL;ÁLOE VERA
00132350;CALLE;DE;CÁNCER;00735975;CALLE;DE;TAURO;271775;CALLE;DEL;ESCORPIÓN
00002878;CALLE;DEL;CANCHAL;00002876;CALLE;DE LA;ESTEFANITA;802101;CALLE;DEL;ZAFIRO
00001424;CALLE;DE LAS;CANCHAS DEL MANZANARES;00400900;CALLE;DE;JOSÉ FENTANES;365700;CALLE;DEL;HORTELANO
00132450;PLAZA;DE LA;CANCILLERÍA;00053200;CALLE;DE;ANICETO MARINAS;439800;CALLE;DE;LOECHES
00132500;CALLE;DE;CANDELARIA MORA;00640400;CALLE;DE;RICARDO GOIZUETA;393200;CALLE;DE;JESÚS GOLDERO
00132600;CALLE;DE;CANDELEDA;00121000;CALLE;DE;CABEZA DE HIERRO;382500;CALLE;DE LA;ISLA DE OZA
00132800;CALLE;DE;CÁNDIDO MATEOS;00000889;CALLE;DEL;VALLE DE MENA;514425;AVENIDA;DE;MONFORTE DE LEMOS
00002219;CALLE;DE;CANDILEJAS;00570250;CALLE;DEL;PAYASO FOFÓ;615800;CALLE;DEL;PUERTO DE BALBARÁN
00001015;CALLE;DE LA;CANELA;00001011;CALLE;DEL;ROMERAL;1014;CALLE;DEL;PEREJIL
31000615;CALLE;DE;CANENCIA DE LA SIERRA;31000509;AVENIDA;DEL;CERRO MILANO;99000001;LUGAR;;FONDO DE SACO
00133000;CALLE;DE;CANET DE MAR;00149500;CALLE;DEL;CARRIL DEL CONDE;133455;CARRETERA;DE;CANILLAS
00133200;CALLE;DE;CANGAS DE ONÍS;00357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS;762600;CALLE;DE;VALDECANILLAS
00133100;CALLE;DE;CANGAS DEL NARCEA;00357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS;133200;CALLE;DE;CANGAS DE ONÍS
31000390;CALLE;DEL;CANGREJO;00173900;CALLE;DEL;COCHERÓN DE LA VILLA;31000388;CALLE;DE;EL YESERO
00133300;CALLE;DE;CANILLAS;00610450;CALLE;DEL;PRÍNCIPE DE VERGARA;210200;CALLE;DEL;CORAZÓN DE MARÍA
00133450;CAMINO;DE;CANILLAS;00149800;CALLE;DE;CARTAGENA;345550;CALLE;DE;EDUARDO VICENTE
00133455;CARRETERA;DE;CANILLAS;00441300;CALLE;DE;LÓPEZ DE HOYOS;262550;CALLE;DE;LOS EMIGRANTES
00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO;00018900;CALLE;DE;ALCALÁ;778450;PLAZA;DE LA;VICÁLVARADA
00133800;CALLE;DE LA;CANOA;00096900;CALLE;DEL;BATEL;321200;CALLE;DE LA;GALERA
00133900;PLAZA;DE;CÁNOVAS DEL CASTILLO;00606900;PASEO;DEL;PRADO;216100;PLAZA;DE LAS;CORTES
00134000;AVENIDA;DE;CANTABRIA;00468950;PLAZA;DEL;MAR;729200;CALLE;DE;SOTO HIDALGO
00134100;CALLE;DE;CANTALAPIEDRA;00018600;AVENIDA;DE LA;ALBUFERA;642200;CALLE;DEL;RISCO DE PELOCHE
00134200;CALLE;DE;CANTALEJO;00077050;CALLE;DE;ARROYOFRESNO;943;GLORIETA;DE;FRANCISCO BAYEU Y SUBÍAS
00134301;CALLE;DEL;CÁNTARO;00129251;RONDA;DEL;TREN;900207;CALLE;DEL;SEIS DE DICIEMBRE
00134325;CAMINO;DE LAS;CANTERAS;00906271;CAMINO;;VIEJO A LA CANTERA DE LA INMACULADA;499700;AVENIDA;DEL;MEDITERRÁNEO
31001822;CALLE;DE LAS;CANTERAS DE LAS PEÑUELAS;31001810;CALLE;DE;LUIS OCAÑA;99000001;LUGAR;;FONDO DE SACO
00134250;CALLE;DE LAS;CANTERAS DE TILLY;00248200;PLAZA;DE;DON ANTONIO DE ANDRÉS;316400;CALLE;DE LA;FUENTE DE SAN PEDRO
00134400;CALLE;DE LOS;CANTEROS;00783500;CALLE;DE LA;VIDRIERÍA;149400;CALLE;DE LA;CARRETERÍA
00905551;CARRETERA;DE;CANTO BLANCO;00176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO;31003045;COMPLEJO;;CLUB DE TIRO CANTOBLANCO
00905551;CARRETERA;DE;CANTO BLANCO;00176100;CARRETERA;DE;COLMENAR VIEJO;31003045;COMPLEJO;;CLUB DE TIRO CANTOBLANCO
00134600;PASAJE;DE;CANTO DEL TOLMO;00452600;CALLE;DE;MADRIGAL;99000001;LUGAR;;FONDO DE SACO
00134650;PLAZA;DE;CANTORÍA;00624800;CALLE;DEL;RADIO;681900;CALLE;DE;SAN PANTALEÓN
00134700;CALLE;DE;CANTOS NEGROS;00556450;AVENIDA;DEL;PADRE HUIDOBRO;556450;AVENIDA;DEL;PADRE HUIDOBRO
00134800;CALLE;DEL;CANTUESO;00728400;CALLE;DEL;SORGO;238800;PASEO;DE LA;DIRECCIÓN
00134950;CALLE;DE LA;CAÑADA;00353500;CALLE;DE LA;HACIENDA DE PAVONES;502400;CALLE;DE;MENESES
00135100;CAMINO;DE LA;CAÑADA;31000137;AVENIDA;DEL;SANTUARIO DE VALVERDE;905650;CAMINO;DEL;CANAL
00905672;CAMINO;DE LA;CAÑADA DE LAS CANTERAS;00905744;CAMINO;DE;VALDECULEBRA;726300;CALLE;DE;FRANCISCO ÁLVAREZ
31001784;CALLE;DE LA;CAÑADA DE VICÁLVARO A SAN FERNANDO;31001764;AVENIDA;DE;MIGUEL DELIBES;31001765;AVENIDA;DE;BLAS DE LEZO
31000613;CALLE;DE LA;CAÑADA DEL SANTÍSIMO;31000638;CALLE;DEL;ALTO DEL RETIRO;31000509;AVENIDA;DEL;CERRO MILANO
00135200;CALLE;DEL;CAÑAMAR;00127880;CALLE;DE LOS;CAMINOS;99500;CALLE;DE;BELISANA
00135400;CALLE;DE LAS;CAÑAS;00441300;CALLE;DE;LÓPEZ DE HOYOS;78700;CALLE;DE;ARTURO SORIA
00135500;TRAVESIA;DE LAS;CAÑAS;00441300;CALLE;DE;LÓPEZ DE HOYOS;135400;CALLE;DE LAS;CAÑAS
00135600;CALLE;DEL;CAÑAVERAL;00595200;CALLE;DE;PINOS ALTA;282600;CALLE;DE;EUGENIO
00135800;CALLE;DE;CAÑETE;00496100;CALLE;DE;MATILDE HERNÁNDEZ;802300;CALLE;DE LA;ZAIDA
00135900;CALLE;DE LOS;CAÑIZARES;00081600;CALLE;DE;ATOCHA;455200;CALLE;DE LA;MAGDALENA
00136200;TRAVESIA;DEL;CAÑO;00320750;AVENIDA;DE LA;GALAXIA;3250;CALLE;DE;ACAMAR
00002612;CALLE;DEL;CAÑÓN DEL RÍO LOBOS;00002610;CALLE;DE LA;LAGUNA NEGRA;2608;CALLE;DE;LAPONIA
00001977;GLORIETA;DE LOS;CAÑOS;00001986;CAMINO;DE LA;FUENTE;905162;CARRETERA;DE;RODAJOS
00905404;PISTA;DE LOS;CAÑOS DE MANINA;00905405;PISTA;DE LA;PUERTA DEL ALMAJÁN;905425;PISTA;DE LA;PERDIGUERA
00136550;CALLE;DE LOS;CAÑOS DE SAN PEDRO;00663300;CALLE;DE;SAN CIPRIANO;316400;CALLE;DE LA;FUENTE DE SAN PEDRO
00136500;CALLE;DE LOS;CAÑOS DEL PERAL;00378200;PLAZA;DE;ISABEL II;51600;COSTANILLA;DE LOS;ÁNGELES
00136700;CUESTA;DE LOS;CAÑOS VIEJOS;00523700;PLAZA;DE LA;MORERÍA;88200;CALLE;DE;BAILÉN
00002302;CALLE;DE LA;CAOBA;00274600;PASEO;DE LA;ESPERANZA;326900;CALLE;DEL;GASÓMETRO
00002312;CALLE;DEL;CAOLÍN;00173600;CALLE;DEL;COBRE;2309;CALLE;DEL;PÁRROCO EUSEBIO CUENCA
00001950;CAMINO;DE LA;CAPATAZA;00376550;VIA;;FERROCARRIL DE MADRID A LA CORUÑA;905220;CARRETERA;DEL;GARABITAS
00002829;CALLE;DE;CAPISCOL;00002802;CALLE;DE;VILORIA DE LA RIOJA;2790;AVENIDA;DE;SANTO DOMINGO DE LA CALZADA
00001114;AVENIDA;DE LA;CAPITAL DE ESPAÑA MADRID;00001105;GLORIETA;DE;S.A.R. DON JUAN DE BORBÓN Y BATTEMBERG;1112;AVENIDA;DEL;PARTENÓN
00137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY;00114600;CALLE;DE;BRAVO MURILLO;106100;AVENIDA;DE;BETANZOS
00137100;CALLE;DEL;CAPITÁN CORTÉS;00792400;AVENIDA;DE LA;VIRGEN DEL CARMEN;277700;CARRETERA;A LA;ESTACIÓN DE HORTALEZA
00137325;CALLE;DEL;CAPITÁN DE LA GÁNDARA;00295700;CALLE;DE;FERREIRA;99000001;LUGAR;;FONDO DE SACO
00137450;CALLE;DEL;CAPITÁN DE ORO;00332700;CALLE;DEL;GENERAL RICARDOS;156600;CALLE;DE;CASTRO DE ORO
00137400;CALLE;DEL;CAPITÁN HAYA;00332100;AVENIDA;DEL;GENERAL PERÓN;114600;CALLE;DE;BRAVO MURILLO
00137500;CALLE;DEL;CAPITÁN SALAS;00645300;PLAZA;DE;ROGELIO ENRÍQUEZ;348600;CALLE;DE LA;GUARDIA CIVIL
00137600;CALLE;DEL;CAPITÁN SALAZAR MARTÍNEZ;00743600;CALLE;DE;TOLEDO;69900;CALLE;DE LA;ARGANZUELA
00002409;CALLEJON;DEL;CAPOTE;00018900;CALLE;DE;ALCALÁ;712600;CALLE;DE;SIENA
00002571;CALLE;DE;CAPRI;00346750;AVENIDA;DE;GUADALAJARA;2570;CALLE;DE;VERSALLES
00137700;AVENIDA;DE LOS;CAPRICHOS;00708800;CALLE;DE;SEPÚLVEDA;555400;CALLE;DE;PABLO SARASATE
00137750;CALLE;DE;CAPRICORNIO;00735975;CALLE;DE;TAURO;906264;ARROYO;DE LAS;REJAS
00137751;CALLE;DE LA;CAPUCHINA;00000715;RONDA;DE LAS;FLORES;715;RONDA;DE LAS;FLORES
00137800;COSTANILLA;DE LOS;CAPUCHINOS;00771000;PLAZA;DE;PEDRO ZEROLO;677800;CALLE;DE;SAN MARCOS
00137900;PLAZA;DE LOS;CAPUCHINOS;00348600;CALLE;DE LA;GUARDIA CIVIL;243700;CALLE;DEL;DOCTOR MEDIAVILLA
00612450;PUENTE;DE LOS;CAPUCHINOS;00219300;PISTA;DEL;CRISTO DE EL PARDO;556100;AVENIDA;DEL;PADRE CIPRIANO
00138000;CALLE;DE;CAQUETA;00230200;CALLE;DE;CHIQUINQUIRA;139200;CALLE;DE;CARAMANTA
00138200;PLAZA;DE;CARABANCHEL;00170600;CALLE;DEL;MONSEÑOR ÓSCAR ROMERO;739000;CALLE;DE LA;SOMBRA
00138400;CARRETERA;DE;CARABANCHEL A ARAVACA;00285200;PASEO;DE;EXTREMADURA;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00138600;CARRETERA;DE;CARABANCHEL A VILLAVERDE;00001018;GLORIETA;DE;BUTARQUE;787350;CALLE;DE;VILLALONSO
00329600;AVENIDA;DE;CARABANCHEL ALTO;00264900;PLAZA;DE LA;EMPERATRIZ;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00138500;CALLE;DE;CARABANCHEL BAJO;00153700;PASEO;DE LOS;CASTELLANOS;94200;PLAZA;DE;BARRAGÁN
00138700;CALLE;DE;CARABAÑA;00738900;CALLE;DEL;TENIENTE CORONEL NOREÑA;532700;CALLE;DE;NESTARES
00138800;CALLE;DE LA;CARABELA;00363650;AVENIDA;DE LA;HISPANIDAD;61450;CALLE;DE;ANTONIO SANCHA
00138815;CALLE;DE;CARABELOS;00045700;AVENIDA;DE;ANDALUCÍA;583100;CAMINO;DE;PERALES
00138900;CALLE;DE;CARABIAS;00109000;CARRETERA;DE;BOADILLA DEL MONTE;285200;PASEO;DE;EXTREMADURA
00900587;CALLE;DEL;CÁRABO;00129251;RONDA;DEL;TREN;900207;CALLE;DEL;SEIS DE DICIEMBRE
00139000;CALLE;DE;CARACAS;00694525;CALLE;DE;SANTA ENGRACIA;31400;CALLE;DE;ALMAGRO
00139100;CALLE;DEL;CARACOLÍ;00805300;CALLE;DE;ZIPAQUIRA;320500;CALLE;DE;GAIRA
00139200;CALLE;DE;CARAMANTA;00803300;CALLE;DE;ZAPATOCA;347900;CALLE;DEL;GUALANDAY
00139300;CALLE;DE;CARAMUEL;00285200;PASEO;DE;EXTREMADURA;777860;CALLE;;VÍA CARPETANA
00139400;CALLE;DE;CARANAVAJOS;00580800;CALLE;DE LA;PEÑA SORRAPIA;558600;CALLE;DE;PALAZUELOS
00139700;CALLE;DEL;CARARE;00449700;CALLE;DE;LURUACO;232000;CALLE;DE;DAGUA
00139800;CALLE;DE;CARAVACA;00432200;CALLE;DE;LAVAPIÉS;505000;CALLE;DEL;MESÓN DE PAREDES
00139900;CALLE;DE;CARAZO;00285200;PASEO;DE;EXTREMADURA;140100;CALLE;DE;CARBALLINO
00140000;CALLE;DE;CARBALLIDO;00547000;PASEO;DE LOS;OLIVOS;546900;COSTANILLA;DE LOS;OLIVOS
00140100;CALLE;DE;CARBALLINO;00569100;PLAZA;DE;PATRICIO MARTÍNEZ;789600;CALLE;DE;VILLAVICIOSA
00140150;PLAZA;DE;CARBALLO;00500900;CALLE;DE;MELCHOR FERNÁNDEZ ALMAGRO;514050;PLAZA;DE;MONDARIZ
00002388;CALLE;DE;CARBONERAS;00002386;CALLE;DE;MONSALUPE;2385;CALLE;DEL;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN
00140400;CALLE;DE;CARBONERO Y SOL;00153600;PASEO;DE LA;CASTELLANA;636800;PLAZA;DE LA;REPÚBLICA ARGENTINA
00140500;CALLE;DE LOS;CARBONEROS;00373800;CALLE;DE;ROSA SABATER;509800;CALLE;DE;MIRA EL RÍO
00140600;CALLE;DEL;CARBONO;00406200;CALLE;DE;JOSÉ DEL PINO;265600;CALLE;DE;ENCARNACIÓN OVIOL
00140650;CALLE;DEL;CARBURO;00731000;RONDA;;SUR;337810;AVENIDA;DE LAS;GLORIETAS
00141000;CALLE;DE;CARCAGENTE;00628900;CALLE;DE;RAMIRO MOLINA;531100;CALLE;DE;NAVAS DEL REY
00141100;CALLE;DE;CARCASTILLO;00433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS;100900;CALLE;DE;BELZUNEGUI
00905991;TRAVESIA;DE;CARCASTILLO;00141100;CALLE;DE;CARCASTILLO;433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS
00141200;CALLE;DE;CARDAÑO;00569100;PLAZA;DE;PATRICIO MARTÍNEZ;789600;CALLE;DE;VILLAVICIOSA
00141300;CALLE;DEL;CARDENAL BELLUGA;00018900;CALLE;DE;ALCALÁ;746500;AVENIDA;DE LOS;TOREROS
00141400;CALLE;DEL;CARDENAL CISNEROS;00444200;CALLE;DE;LUCHANA;797000;CALLE;DE;VIRIATO
00141500;PLAZA;DEL;CARDENAL CISNEROS;00067700;AVENIDA;DEL;ARCO DE LA VICTORIA;614600;AVENIDA;DE LA;PUERTA DE HIERRO
00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;00540200;CALLE;DE;NUESTRA SEÑORA DE VALVERDE;563600;CARRETERA;DE;EL PARDO
00000717;CALLE;DEL;CARDENAL MARCELO SPÍNOLA;00000787;CALLE;DE;JOSÉ BARDASANO BAOS;787;CALLE;DE;JOSÉ BARDASANO BAOS
00141600;CALLE;DEL;CARDENAL MENDOZA;00652100;CALLE;DE;SAAVEDRA FAJARDO;699300;CALLE;DE;SANTA ÚRSULA
00141800;PLAZA;DEL;CARDENAL PAMCILI;00204800;PLAZA;DEL;CONDE BENAVENTE;433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS
00141900;CALLE;DEL;CARDENAL SILÍCEO;00441300;CALLE;DE;LÓPEZ DE HOYOS;210200;CALLE;DEL;CORAZÓN DE MARÍA
00142000;CALLE;DEL;CARDENAL SOLÍS;00262000;CALLE;DE;EMBAJADORES;105300;CALLE;DE;BERNARDINO OBREGÓN
31000083;CALLE;DEL;CARDENAL TAVERA;31000074;AVENIDA;DE;ISABEL DE VALOIS;31000081;CALLE;DE;MARÍA TUDOR
31000472;CALLE;DEL;CARDENAL VICENTE ENRIQUE Y TARANCÓN;31000511;CALLE;DE;ANTONIO GADES;31000471;AVENIDA;DE LA;GRAN VÍA DEL SURESTE
00000971;CALLE;DE LA;CARDENCHA;00000970;CALLE;;DIGITAL;69100;CALLE;DE;ARENAS DE SAN PEDRO
00001437;CALLE;DE;CARDENIO;00001435;CALLE;DEL;CAMPO DE MONTIEL;1432;CALLE;DE LA;CUEVA DE MONTESINOS
00142050;CALLE;DE;CARDEÑA;00458200;CALLE;DE LA;MANCHA;501400;CALLE;DE;MEMBEZAR
00142100;CALLE;DE;CARDEÑOSA;00269400;AVENIDA;;ENTREVÍAS;427800;CALLE;DE LA;LAGARTERA
00002810;CALLE;DE;CARDEÑUELA RÍOPICO;00002801;CALLE;DE;SAN JUAN DE ORTEGA;2803;PASEO;DE;SAN MILLÁN DE LA COGOLLA
00142200;PASAJE;DE;CARENA;00439100;CALLE;DE LA;LIRA;793025;PLAZUELA;DE LA;VIRGEN DE LA ESTRELLA
00142250;CALLE;DEL;CARIBE;00014750;CALLE;DE;ALBACETE;491850;CALLE;DE;MARTÍNEZ VILLERGAS
00142255;CALLE;DE LA;CARIDAD;00171800;AVENIDA;DE LA;CIUDAD DE BARCELONA;343000;CALLE;DE;GRANADA
00142400;CALLE;DE;CARIÑENA;00285200;PASEO;DE;EXTREMADURA;148200;CALLE;DE;CARPESA
00000925;CALLE;DE LA;CARLINA;00160100;CALLE;DE;CEBREROS;787500;CALLE;DE;VILLAMANÍN
00002384;CAMINO;DE;CARLOS;00905613;CARRETERA;DE;TORRELAPARADA;905564;CAMINO;DEL;VALLE DEL ÁGUILA
00142500;CALLE;DE;CARLOS ARNICHES;00333800;PLAZA;DEL;GENERAL VARA DE REY;129000;PLAZA;DEL;CAMPILLO DEL MUNDO NUEVO
31001916;CALLE;DE;CARLOS ARNICHES MOLTÓ;31001598;AVENIDA;DE;LAS FUERZAS ARMADAS;1120;CAMINO;DE;SINTRA
00142600;CALLE;DE;CARLOS AURIOLES;00665400;AVENIDA;DE;SAN DIEGO;615800;CALLE;DEL;PUERTO DE BALBARÁN
00142700;CALLE;DE;CARLOS BALENCHANA;00062500;CALLE;DE;ANTONIO ZAPATA;695500;CALLE;DE;SANTA HORTENSIA
00142800;CALLE;DE;CARLOS BRAVO;00540200;CALLE;DE;NUESTRA SEÑORA DE VALVERDE;6700;CALLE;DE;AFUERAS A VALVERDE
00142900;CALLE;DE;CARLOS CAAMAÑO;00252100;CALLE;DE LA;DRÁCENA;99000001;LUGAR;;FONDO DE SACO
00143000;PLAZA;DE;CARLOS CAMBRONERO;00586500;CALLE;DEL;PEZ;513200;CALLE;DEL;MOLINO DE VIENTO
00143100;CALLE;DE;CARLOS DABÁN;00777860;CALLE;;VÍA CARPETANA;20200;CALLE;DEL;ALCAUDÓN
00143200;CALLE;DE;CARLOS DOMINGO;00777860;CALLE;;VÍA CARPETANA;404600;CALLE;DE;JOSÉ MAURELO
00143300;CALLE;DE;CARLOS DUBOIS;00782800;AVENIDA;DE LA;VICTORIA;556450;AVENIDA;DEL;PADRE HUIDOBRO
31001900;CALLE;DE;CARLOS FERNÁNDEZ CASADO;31001596;AVENIDA;DE;JOSÉ ANTONIO CORRALES;31001733;CALLE;DE;ESTANISLAO PÉREZ PITA
00143400;CALLE;DE;CARLOS FUENTES;00029650;CALLE;DE LA;ALHAMBRA;53900;CALLE;DEL;ÁNSAR
31000660;CALLE;DE;CARLOS GARDEL;31000658;CALLE;DEL;DOCTOR BALMIS;31000657;CALLE;DE;FERNANDO LÁZARO CARRETER
00143500;CALLE;DE;CARLOS HEREDERO;00551600;CALLE;DE LA;OROPÉNDOLA;329000;CALLE;DE;CLARA CAMPOAMOR
00143600;CALLE;DE;CARLOS HERNÁNDEZ;00776200;CALLE;DE LA;VEREDA DEL CARMEN;428400;CALLE;DEL;LAGO CONSTANZA
00002355;CALLE;DE;CARLOS II;00002444;CALLE;DE;AUSTRIA;99000001;LUGAR;;FONDO DE SACO
00002356;TRAVESIA;DE;CARLOS II;00002539;AVENIDA;DE;NIZA;2355;CALLE;DE;CARLOS II
00145200;CALLE;DE;CARLOS III;00776900;CALLE;DE;VERGARA;551300;PLAZA;DE;ORIENTE
00002131;PASEO;DE;CARLOS III;00002146;PASEO;DE;JUAN DE MINUART;2125;PASEO;DE;JOSÉ CELESTINO MUTIS
00002349;CALLE;DE;CARLOS IV;00015200;CALLE;DE;ALBALÁ;2348;CALLE;DE;FERNANDO VII
00143700;CALLE;DE;CARLOS LATORRE;00326100;CALLE;DE;GARELLANO;155700;CALLE;DE;CASTILLO PIÑEIRO
31003567;GLORIETA;DE;CARLOS LLAMAS;00502950;CALLE;DE;MEQUINENZA;502950;CALLE;DE;MEQUINENZA
00143800;PLAZA;DE;CARLOS MARÍA DE CASTRO;00773000;CALLE;DE;VELÁZQUEZ;441300;CALLE;DE;LÓPEZ DE HOYOS
00143900;CALLE;DE;CARLOS MARÍN;00289200;CALLE;DE;FELIPE CASTRO;399300;CALLE;DE;JOSÉ BIELSA
00144000;CALLE;DE;CARLOS MARTÍN ÁLVAREZ;00075500;CALLE;DEL;ARROYO DEL OLIVAR;665400;AVENIDA;DE;SAN DIEGO
00144100;PARTICULAR;DE;CARLOS MARTÍN ÁLVAREZ;00144000;CALLE;DE;CARLOS MARTÍN ÁLVAREZ;99000001;LUGAR;;FONDO DE SACO
00144200;CALLE;DE;CARLOS MAURRÁS;00153600;PASEO;DE LA;CASTELLANA;417900;CALLE;DE;JUAN RAMÓN JIMÉNEZ
00144600;CALLE;DE;CARLOS PAÍNO;00526000;PASEO;DE;MUÑOZ GRANDES;275200;CALLE;DE;EL ESPINAR
00144700;CALLE;DE;CARLOS PEREYRA;00027700;AVENIDA;DE;ALFONSO XIII;99000001;LUGAR;;FONDO DE SACO
00144800;CALLE;DE;CARLOS RUBIO;00738700;CALLE;DE;TENERIFE;571800;CALLE;DE;PEDRO BARREDA
00144900;CALLE;DE;CARLOS RUIZ;00782800;AVENIDA;DE LA;VICTORIA;255050;CALLE;DE;DURANGO
00145000;CALLE;DE;CARLOS SAN JOSÉ;00556450;AVENIDA;DEL;PADRE HUIDOBRO;431475;CALLE;DE;LA SALLE
00145051;CALLE;DE;CARLOS SOLÉ;00597000;CALLE;DE;PÍO FELIPE;18600;AVENIDA;DE LA;ALBUFERA
00145250;PLAZA;DE;CARLOS TRÍAS BERTRÁN;00550500;CALLE;DE;ORENSE;550500;CALLE;DE;ORENSE
00293600;CALLE;DE;CARLOS Y GUILLERMO FERNÁNDEZ SHAW;00205000;PLAZA;DEL;CONDE DE CASAL;570400;AVENIDA;DE LA;PAZ
00145300;CALLE;DE LOS;CARMELITAS;00413900;CALLE;DE;JUAN JOSÉ MARTÍNEZ SECO;265600;CALLE;DE;ENCARNACIÓN OVIOL
00145600;CALLE;DEL;CARMEN;00614900;PLAZA;DE LA;PUERTA DEL SOL;125900;PLAZA;DEL;CALLAO
00145800;PLAZA;DEL;CARMEN;00658600;CALLE;DE;SAN ALBERTO;753300;CALLE;DE LAS;TRES CRUCES
00000954;CALLE;DE;CARMEN AMAYA;00000953;CALLE;DE;ALFREDO BRAÑAS;75300;CALLE;DEL;ARROYO DE LA MEDIA LEGUA
00146000;CALLE;DE;CARMEN BORDIÚ;00339300;PLAZA;DE;GÓMEZ ACEBO;788800;CALLE;DE;VILLASTAR
00002671;CALLE;DE;CARMEN BRAVO VILLASANTE;00118700;CAMINO;;VIEJO DE BURGOS;786475;CALLE;DE;VILLAFRANCA DEL BIERZO
00146100;CALLE;DE;CARMEN BRUGUERA;00059400;CALLE;DE;ANTONIO LÓPEZ;43500;CALLE;DE;AMPARO USERA
00146150;CALLE;DE;CARMEN COBEÑA;00501150;CALLE;DE;MELILLA;801200;PASEO;DE LAS;YESERÍAS
00002678;PLAZA;DE;CARMEN CONDE;00002680;CALLE;DE;MARGARITA XIRGU;2680;CALLE;DE;MARGARITA XIRGU
31000058;CALLE;DE;CARMEN DE BURGOS;00789500;CARRETERA;DE;VILLAVERDE A VALLECAS;31000364;CALLE;DE;NELLY SACHS
31000265;PLAZA;DE;CARMEN DEL RÍO;00675400;CALLE;DE;SAN JULIÁN;393300;CALLE;DE;JESÚS DEL GRAN PODER
31000616;CALLE;DE;CARMEN LAFORET;31000600;CALLE;DE;LOLA FLORES;31000600;CALLE;DE;LOLA FLORES
31000666;CALLE;DE;CARMEN MARTÍN GAITE;00525800;CALLE;DE;MUNTADAS;333700;CALLE;DE;JOAQUÍN TURINA
00146400;CALLE;DE;CARMEN MONTOYA;00595300;TRAVESIA;DE;PINOS ALTA;79950;AVENIDA;DE;ASTURIAS
00146700;CALLE;DE;CARMEN PORTONES;00448000;CALLE;DE;LUIS PORTONES;238800;PASEO;DE LA;DIRECCIÓN
31000674;CALLE;DE;CARMEN RICO GODOY;00140900;CALLE;DE;GREGORIO SÁNCHEZ HERRÁEZ;601875;CALLE;DE;MORERUELA
00146900;CALLE;DE;CARMEN SÁNCHEZ CARRASCOSA;00153600;PASEO;DE LA;CASTELLANA;10200;CALLE;DE;AGUSTÍN DE FOXÁ
00147200;PLAZA;DE;CARMONA;00285200;PASEO;DE;EXTREMADURA;142400;CALLE;DE;CARIÑENA
00147300;CALLE;DEL;CARNERO;00639680;CALLE;DE LA;RIBERA DE CURTIDORES;69900;CALLE;DE LA;ARGANZUELA
00147400;CALLE;DE;CARNICER;00114600;CALLE;DE;BRAVO MURILLO;738700;CALLE;DE;TENERIFE
00147500;CALLE;DE;CAROLI;00552800;AVENIDA;DE LA;OSA MAYOR;639300;CALLE;DE;RIAZA
00147575;TRAVESIA;DE;CAROLI;00584600;CALLE;DE;PÉREZ DE VICTORIA;147500;CALLE;DE;CAROLI
