COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;VIA_NOMBRE_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;VIA_NOMBRE_TERMINA
00116000;CALLE;DE;BRUNETE;00348500;AVENIDA;DE LA;GUARDIA;609700;CALLE;DEL;PRIMERO DE OCTUBRE
00116100;CALLE;DE;BRUNO ABÚNDEZ;00018600;AVENIDA;DE LA;ALBUFERA;778950;AVENIDA;DE LA;DEMOCRACIA
00116200;CALLE;DE;BRUNO AYLLÓN;00436500;CALLE;DE;LÉRIDA;252700;CALLE;DE;DULCINEA
00116300;CALLE;DE;BRUNO GARCÍA;00543600;CALLE;DE LA;OCA;127800;CALLE;DE;CAMICHI
00116500;AVENIDA;DE;BRUSELAS;00086100;CALLE;DE;AZCONA;42500;AVENIDA;DE;AMÉRICA
00116550;CALLE;DE;BUBIERCA;00208600;CALLE;DEL;CONGOSTO;37750;CALLE;DE LOS;ALTOS DE LILLO
00116600;AVENIDA;DE;BUCARAMANGA;00228500;GLORIETA;DE;CHARALÁ;803300;CALLE;DE;ZAPATOCA
00002452;CALLE;DE;BUCAREST;00002539;AVENIDA;DE;NIZA;2437;CALLE;DE;ESTOCOLMO
00002451;CALLE;DE;BUDAPEST;00002442;CALLE;DE;SUECIA;2437;CALLE;DE;ESTOCOLMO
00116700;CALLE;DEL;BUEN GOBERNADOR;00018900;CALLE;DE;ALCALÁ;793800;CALLE;DE LA;VIRGEN DE LLUC
00116900;CALLE;DEL;BUEN SUCESO;00610000;CALLE;DE LA;PRINCESA;596300;PASEO;DEL;PINTOR ROSALES
00117000;CALLE;DE LA;BUENAFUENTE;00110600;CALLE;DE;BOLARQUE;362200;CALLE;DE;HIENDELAENCINA
00117200;CALLE;DE;BUENAVISTA;00695900;CALLE;DE;SANTA ISABEL;287500;CALLE;DE LA;FE
00117300;CALLE;DE;BUENDÍA;00269400;AVENIDA;;ENTREVÍAS;427800;CALLE;DE LA;LAGARTERA
00117400;AVENIDA;DE;BUENOS AIRES;00018600;AVENIDA;DE LA;ALBUFERA;506650;AVENIDA;DE;MIGUEL HERNÁNDEZ
00117600;CALLE;DE;BUESO PINEDA;00680300;CALLE;DE;SAN NEMESIO;524300;CALLE;DE;MOSCATELAR
00178901;CALLE;DE LA;BUGANVILLA;00118600;AVENIDA;DE;BURGOS;597200;AVENIDA;DE;PÍO XII
00001805;RONDA;DE LA;BUGANVILLA DEL REY;00641285;PASEO;DE LA;RINCONADA;641285;PASEO;DE LA;RINCONADA
00117800;CALLE;DE;BUGEDO;00317400;CALLE;DE;FUENTENEBRO;753700;CALLE;DE;TRESPADERNE
00905196;CALLE;DEL;BUHO;00322551;CUESTA;DEL;GALBÁN;1301;CALLE;DEL;ABEJARUCO
00001934;CALLE;DE;BUITRAGO DEL LOZOYA;00000889;CALLE;DEL;VALLE DE MENA;228300;CALLE;DE;CHANTADA
00118000;CALLE;DE;BUJALANCE;00605600;CALLE;DE;POZOBLANCO;99000001;LUGAR;;FONDO DE SACO
00118100;CALLE;DE LA;BUJÍA;00236000;CALLE;DE LAS;DESTILERÍAS;355100;CALLE;DE LOS;HERBOLARIOS
00905912;CALLE;DEL;BULEVAR SUR;00905856;CALLE;;TRANSVERSAL SEXTA;905861;CALLE;;TRANSVERSAL QUINTA
00002574;CALLE;DE;BULGARIA;00346750;AVENIDA;DE;GUADALAJARA;2572;CALLE;DE;TOSCANA
00118300;PLAZA;DE;BURDEOS;00111000;CALLE;DE;BOLONIA;114700;CALLE;DE;BREMEN
00118400;CALLE;DE;BURETA;00439900;AVENIDA;DE;LOGROÑO;1787;CALLE;DE;BABILONIA
00118450;CALLE;DE;BURGO DE OSMA;00063100;CALLE;DE;AÑASTRO;676900;AVENIDA;DE;SAN LUIS
00118475;CALLE;DE;BURGOHONDO;00782800;AVENIDA;DE LA;VICTORIA;226550;CALLE;DE;CUEVAS DEL VALLE
00118600;AVENIDA;DE;BURGOS;00539600;PASEO;DE;NUESTRA SEÑORA DEL RECUERDO;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00118500;CALLE;DE;BURGOS;00785200;CALLE;DE;VILLAAMIL;105600;CALLE;DE;BERRUGUETE
00002852;CALLE;DE;BURGUETE;00002791;CALLE;DEL;CASTILLO DE CANDANCHÚ;2792;CALLE;DE;CASTIELLO DE JACA
00118800;CALLE;DE;BURITICÁ;00094500;AVENIDA;DE LA;BARRANQUILLA;113700;CALLE;DE;BOYACÁ
00118900;CALLE;DE;BURJASOT;00001123;PASEO;DE;MARÍA DROC;102500;CALLE;DE;BENIMAMET
00119000;CALLE;DE;BURRIANA;00090500;CALLE;DE;BANDE;1787;CALLE;DE;BABILONIA
00119100;CALLE;DE;BUSACO;99000001;LUGAR;;FONDO DE SACO;286500;CALLE;DE;FARO
00002343;CALLE;DEL;BUSCÓN DON PABLOS;00439900;AVENIDA;DE;LOGROÑO;85400;CALLE;DE;AYERBE
00119200;CALLE;DE;BUSTAMANTE;00234700;PASEO;DE LAS;DELICIAS;501700;CALLE;DE;MÉNDEZ ÁLVARO
00119300;CALLE;DE;BUSTARVIEJO;00575400;CALLE;DE;PEDRO VILLAR;648500;CALLE;DE;ROSA DE SILVA
00119400;CALLE;DE;BUSTILLO DEL ORO;00561900;CALLE;DEL;PANIZO;785200;CALLE;DE;VILLAAMIL
00119600;CALLE;DE;BUSTOS;00018600;AVENIDA;DE LA;ALBUFERA;716300;CALLE;DE LA;SIERRA DE LOS FILABRES
00001018;GLORIETA;DE;BUTARQUE;00138600;CARRETERA;DE;CARABANCHEL A VILLAVERDE;1019;CALLE;DE LAS;MAREAS
00119615;CALLE;DEL;BUTRÓN;00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO;184650;COLONIA;DEL;HOGAR DEL TAXISTA
31001049;CALLE;DEL;CABALLERO ANDANTE;00045700;AVENIDA;DE;ANDALUCÍA;31001050;CALLE;DEL;CABALLERO DE LA CRUZ
00120100;CALLE;DEL;CABALLERO DE GRACIA;00519000;CALLE;DE LA;MONTERA;18900;CALLE;DE;ALCALÁ
00120000;CALLE;DEL;CABALLERO DE LA BLANCA LUNA;00035600;CALLE;DE;ALONSO QUIJANO;375275;CALLE;DE LA;ÍNSULA BARATARIA
31001050;CALLE;DEL;CABALLERO DE LA CRUZ;31001049;CALLE;DEL;CABALLERO ANDANTE;31001051;CALLE;DEL;CABALLERO DEL BOSQUE
00001430;RONDA;DEL;CABALLERO DE LA MANCHA;00001428;CALLE;DE;ALDONZA LORENZO;1428;CALLE;DE;ALDONZA LORENZO
00001438;CALLE;DEL;CABALLERO DE LA TRISTE FIGURA;00001429;RONDA;DEL;INGENIOSO HIDALGO;176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO
00001438;CALLE;DEL;CABALLERO DE LA TRISTE FIGURA;00001429;RONDA;DEL;INGENIOSO HIDALGO;176100;CARRETERA;DE;COLMENAR VIEJO
00120150;CALLE;DEL;CABALLERO DE LOS ESPEJOS;00035600;CALLE;DE;ALONSO QUIJANO;176100;CARRETERA;DE;COLMENAR VIEJO
00120150;CALLE;DEL;CABALLERO DE LOS ESPEJOS;00035600;CALLE;DE;ALONSO QUIJANO;176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO
00001440;CALLE;DEL;CABALLERO DE LOS LEONES;00001429;RONDA;DEL;INGENIOSO HIDALGO;1438;CALLE;DEL;CABALLERO DE LA TRISTE FIGURA
31001051;CALLE;DEL;CABALLERO DEL BOSQUE;31001049;CALLE;DEL;CABALLERO ANDANTE;31001050;CALLE;DEL;CABALLERO DE LA CRUZ
31001052;CALLE;DEL;CABALLERO DEL VERDE GABÁN;31001050;CALLE;DEL;CABALLERO DE LA CRUZ;31001051;CALLE;DEL;CABALLERO DEL BOSQUE
00120155;CALLE;DE LOS;CABALLEROS;00158300;PLAZA;DEL;CAUDILLO;645300;PLAZA;DE;ROGELIO ENRÍQUEZ
00001936;CALLE;DE;CABANILLAS DE LA SIERRA;00322600;CAMINO;DE;GANAPANES;132800;CALLE;DE;CÁNDIDO MATEOS
00120280;CALLE;DE LA;CABAÑA;00002259;CALLE;DE;MALPICA DE TAJO;2257;CALLE;DE;LUMBRALES
00120475;CALLE;DE LA;CABELLERA DE BERENICE;00763525;AVENIDA;DE;VALDEMARÍN;768250;CALLE;DEL;VALLE DE TORANZO
00120500;CALLE;DE;CABELLO LAPIEDRA;00343600;CALLE;DE LA;GRANDEZA ESPAÑOLA;574500;CALLE;DE;PEDRO DE RÉPIDE
00120600;CALLE;DE LOS;CABESTREROS;00505000;CALLE;DEL;MESÓN DE PAREDES;262000;CALLE;DE;EMBAJADORES
00120700;TRAVESIA;DE LOS;CABESTREROS;00120600;CALLE;DE LOS;CABESTREROS;262000;CALLE;DE;EMBAJADORES
00120750;CAMINO;DE LOS;CABESTROS;00316400;CALLE;DE LA;FUENTE DE SAN PEDRO;1828;CALLE;DE;MINERVA
00120800;CALLE;DE LA;CABEZA;00393700;CALLE;DE;JESÚS Y MARÍA;83000;CALLE;DEL;AVE MARÍA
00121000;CALLE;DE;CABEZA DE HIERRO;00591900;CALLE;DE;PIEDRALAVES;632050;LUGAR;;REAL CLUB PUERTA DE HIERRO
31000531;CALLE;DE;CABEZA DE MANZANEDA;00556450;AVENIDA;DEL;PADRE HUIDOBRO;431475;CALLE;DE;LA SALLE
00120900;CALLE;DE;CABEZA GRANDE;00228600;CALLE;DE LA;CHARCA VERDE;226000;CALLE;DE;CUEVA VALIENTE
00000768;CALLE;DE;CABEZA LÍJAR;00171750;CALLE;DEL;CISNE;323350;CALLE;DE;GANÍMEDES
00002248;CALLE;DE;CABEZA MESADA;00002247;GLORIETA;DE;VALDEPERDICES;2246;CALLE;DE;FUENTIDUEÑA
00121300;CALLE;DE;CABEZA REINA;00530000;CALLE;DE;NAVALAFUENTE;348400;CALLE;DE;LOS GUARAMILLOS
00002395;CALLE;DE;CABEZAS DEL VILLAR;00000927;CALLE;DE LA;ALVERJA;2385;CALLE;DEL;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN
00001423;CALLE;DE LAS;CABEZUELAS;00216900;CALLE;DE LA;COSTA BRAVA;176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO
00001423;CALLE;DE LAS;CABEZUELAS;00216900;CALLE;DE LA;COSTA BRAVA;176100;CARRETERA;DE;COLMENAR VIEJO
00905075;CALLE;DEL;CABO CAÑAVERAL;00070500;CALLE;DE;ARGENTONA;2767;CALLE;DE;CERCIS
00285235;CALLE;DEL;CABO DE CREUS;00527800;CALLE;DEL;NAJARRA;556650;CALLE;DEL;PADRE LLANOS
00121750;CALLE;DEL;CABO DE TARIFA;00121800;CALLE;DEL;CABO MACHICHACO;634750;CALLE;DE LA;REGUERA DE TOMATEROS
00683300;CALLE;DEL;CABO LÓPEZ MARTÍNEZ;00348500;AVENIDA;DE LA;GUARDIA;675950;CALLE;DE;SAN LÁZARO
00121800;CALLE;DEL;CABO MACHICHACO;00337810;AVENIDA;DE LAS;GLORIETAS;937;AVENIDA;DE;JOAQUÍN GARRIGUES WALKER
00121900;CALLE;DEL;CABO NICOLÁS MUR;00270700;CALLE;DE;ERVIGIO;802300;CALLE;DE LA;ZAIDA
00122100;CALLE;DEL;CABO SUCESO TERRERO;00341600;CALLE;DEL;GORRIÓN;424250;PLAZA;DE;JULIO CORTÁZAR
00002764;CALLE;DE;CABOALLES;00110600;CALLE;DE;BOLARQUE;2763;CALLE;DE;VILLAGER
00122450;CALLE;DE;CACABELOS;00002010;CALLE;DE LA;MARAGATERÍA;601875;CALLE;DE;MORERUELA
00122500;CALLE;DE LOS;CACEREÑOS;00559700;CALLE;DE;PALOMARES;18100;PASEO;DE;ALBERTO PALACIOS
00122600;TRAVESIA;DE LOS;CACEREÑOS;00417300;TRAVESIA;DE;JUAN PEÑALVER;18100;PASEO;DE;ALBERTO PALACIOS
00122700;CALLE;DE;CÁCERES;00234700;PASEO;DE LAS;DELICIAS;697200;PASEO;DE;SANTA MARÍA DE LA CABEZA
00122800;CALLE;DEL;CACHERO;00491500;CALLE;DE;MARTÍNEZ DE LA RIVA;718300;CALLE;DE LA;SIERRA DE MONCHIQUE
00122850;CALLE;DE;CACHIRA;00228325;CALLE;DE;CHAPARRAL;230200;CALLE;DE;CHIQUINQUIRA
00122705;CALLE;DEL;CACTUS;00479800;CALLE;DE;MARÍA ZAYAS;341100;CALLE;DE;GONZALO HERRERO
00122950;CALLE;DE;CADALSO DE LOS VIDRIOS;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;99000001;LUGAR;;FONDO DE SACO
00123000;CALLE;DE;CADAQUÉS;00068800;CALLE;DE;ARENAS DE IGUÑA;602200;CALLE;DE;PONT DE MOLINS
00123100;CALLE;DE;CADARSO;00687515;CUESTA;DE;SAN VICENTE;376500;CALLE;DE;IRÚN
00123200;CALLE;DEL;CADETE JULIO LLOMPART;00413800;CALLE;DE;JUAN JOSÉ BAUTISTA;121900;CALLE;DEL;CABO NICOLÁS MUR
00123300;CALLE;DE;CÁDIZ;00149300;CALLE;DE LAS;CARRETAS;276100;CALLE;DE;ESPOZ Y MINA
00002777;GLORIETA;DE;CÁDIZ;00210800;AVENIDA;DE;CÓRDOBA;472000;CALLE;DE;MARCELO USERA
00123400;CALLE;DEL;CAFETO;00171800;AVENIDA;DE LA;CIUDAD DE BARCELONA;706000;CALLE;DE;SECO
00123600;CALLE;DE LOS;CAÍDOS DE LA DIVISIÓN AZUL;00253900;PLAZA;DEL;DUQUE DE PASTRANA;653700;CUESTA;DEL;SAGRADO CORAZÓN
00123700;PASAJE;DE LA;CAJA DE AHORROS;00018900;CALLE;DE;ALCALÁ;6000;CALLE;DE LA;ADUANA
00905599;CAMINO;DEL;CAJÓN DE TABERNERO;00905594;PISTA;DE;NAVACHESCAS A LA TROFA;905584;CARRETERA;DE;TORRELODONES A EL PARDO POR NAVACHESCAS
00123800;CALLE;DE LA;CAL;31001401;CALLE;DE;ANICETO PÉREZ;340500;CALLE;DE;GONZÁLEZ FEITO
00123850;RONDA;DE;CALA BASA;00728900;CALLE;DEL;SOTILLO;728900;CALLE;DEL;SOTILLO
00002439;CALLE;DE;CALABRIA;00002539;AVENIDA;DE;NIZA;2438;CALLE;DE;LIVERPOOL
00123900;CALLE;DE;CALAHORRA;00078200;PASEO;DE LOS;ARTILLEROS;778900;CAMINO;;VIEJO DE VICÁLVARO
00124000;CALLE;DE LA;CALAMINA;00523500;PASEO;DE LAS;MORERAS;413900;CALLE;DE;JUAN JOSÉ MARTÍNEZ SECO
00124100;CALLE;DE;CALAMOCHA;00275300;AVENIDA;DE LA;ESPINELA;788800;CALLE;DE;VILLASTAR
00124200;CALLE;DEL;CALAMÓN;00109000;CARRETERA;DE;BOADILLA DEL MONTE;318000;CALLE;DE;FUENTESAÚCO
00124250;CALLE;DE;CALANDA;00045950;CALLE;DE;ANDORRA;21250;CALLE;DE;ALCORISA
00124276;CALLE;DE LA;CALANDRIA;00129251;RONDA;DEL;TREN;900207;CALLE;DEL;SEIS DE DICIEMBRE
00124300;CALLE;DE LAS;CALAS;00596200;CALLE;DEL;PINTOR RIBERA;49400;CALLE;DE;ÁNGEL DE DIEGO ROLDÁN
00124400;CALLE;DE;CALASPARRA;00277700;CARRETERA;A LA;ESTACIÓN DE HORTALEZA;750200;CALLE;DE;TOTANA
00000916;CALLE;DE;CALATAÑAZOR;00000915;CALLE;DE;AÍNSA;124550;CALLE;DE;CALATORAO
00124500;CALLE;DE;CALATAYUD;00372900;CALLE;DE LA;INDUSTRIA;139300;CALLE;DE;CARAMUEL
00124550;CALLE;DE;CALATORAO;00421050;CALLE;DE;JULIA GARCÍA BOUTÁN;915;CALLE;DE;AÍNSA
00124600;CALLE;DE;CALATRAVA;00743600;CALLE;DE;TOLEDO;669100;PLAZA;DE;SAN FRANCISCO
00124675;CALLE;DEL;CALCIO;00507800;CALLE;DE;MIGUEL SOLAS;802101;CALLE;DEL;ZAFIRO
00124700;CALLE;DE LA;CALCOGRAFÍA;00241300;CALLE;DEL;DOCTOR ESQUERDO;769400;CALLE;DE;VALORES
00001188;CALLE;DE;CALDAS DE ESTRACH;00087800;CALLE;DE;BADALONA;664450;CALLE;DE;SAN CUGAT DEL VALLÉS
00124800;CALLE;DE LA;CALDERA;00301100;CALLE;DE LAS;FRAGUAS;775500;CALLE;DE;VENUS
31000561;CALLE;DE LA;CALDERERA;00598090;CALLE;DE LA;PIROTECNIA;92700;CALLE;DE LA;BARCA
00124900;CALLE;DE LA;CALDERERÍA;00345600;CALLE;DE LA;GRIFERÍA;747100;CALLE;DE LA;TORNILLERÍA
31000314;CALLE;DE LA;CALDERILLA;31000312;CALLE;DEL;THALER;31000247;CALLE;DEL;REAL
00000727;CALLE;DE;CALDERÓN;00000726;CALLE;DEL;MURO;14000;CALLE;DE;ALAR DEL REY
00125100;CALLE;DE;CALDERÓN DE LA BARCA;00497800;CALLE;;MAYOR;107000;PLAZA;DEL;BIOMBO
00000788;CALLE;DE;CALELLA;00145051;CALLE;DE;CARLOS SOLÉ;743201;CALLE;DE;JOSÉ GARCÍA GRANDA
00000774;CALLE;DEL;CALENDARIO;00287600;CALLE;DE;FEBRERO;31500;CALLE;DEL;ALMANAQUE
00222705;CALLE;DE LA;CALÉNDULA;00520950;CAMINO;DE;MONTORO;79675;CALLE;DE;ASTORGA DE LAS CÁRCAVAS
00905318;CAMINO;DE LA;CALERA;00135175;CAÑADA;;REAL DE MERINAS;31000097;AUTOVIA;;M-45
00125200;CALLE;DE LAS;CALERAS;00082000;PLAZA;DE;AUNÓS;239700;AVENIDA;DEL;DOCTOR ARCE
00000731;COSTANILLA;DEL;CALERO;00796700;CALLE;DE LA;VIRGEN DEL VAL;279600;CALLE;DE;ESTEBAN MORA
00125300;CALLE;DE;CALERO PITA;00269400;AVENIDA;;ENTREVÍAS;427800;CALLE;DE LA;LAGARTERA
00125450;CALLE;DE;CALERUEGA;00078700;CALLE;DE;ARTURO SORIA;78700;CALLE;DE;ARTURO SORIA
00000752;PASAJE;DE;CALERUEGA;00125450;CALLE;DE;CALERUEGA;125450;CALLE;DE;CALERUEGA
00125500;CALLE;DE LAS;CALESAS;00482400;CALLE;DE LA;MARIBLANCA;511100;CALLE;DE;MIRASIERRA
00125550;CALLE;DE;CALI;00228325;CALLE;DE;CHAPARRAL;230200;CALLE;DE;CHIQUINQUIRA
00125600;PLAZA;DEL;CALICANTO;00378100;CALLE;DE;ISABEL SERRANO;134800;CALLE;DEL;CANTUESO
00125700;CALLE;DE;CALIDÓN;00007000;CALLE;DE;AGASTIA;78700;CALLE;DE;ARTURO SORIA
00002909;CALLE;DE LA;CALIZA;00002906;CALLE;DE LA;MARMOLINA;99000001;LUGAR;;FONDO DE SACO
00125900;PLAZA;DEL;CALLAO;00342950;CALLE;;GRAN VÍA;608100;CALLE;DE;PRECIADOS
00126000;CALLE;DE;CALLEJO;00516600;AVENIDA;DEL;MONTE IGUELDO;465200;CALLE;DE;MANUEL MAROTO
00126300;CALLE;DEL;CALVARIO;00393700;CALLE;DE;JESÚS Y MARÍA;546200;CALLE;DEL;OLIVAR
00126400;CALLE;DE;CALVO ASENSIO;00645000;CALLE;DE;RODRÍGUEZ SAN PEDRO;501000;CALLE;DE;MELÉNDEZ VALDÉS
00126600;CALLE;DE;CALVO SOTELO;00782800;AVENIDA;DE LA;VICTORIA;226550;CALLE;DE;CUEVAS DEL VALLE
00126800;CALLE;DE;CÁMARAS;00385600;CALLE;DE LAS;ISLAS JARVI;242500;CALLE;DEL;DOCTOR JUAN BRAVO
00126900;CALLE;DE;CAMARENA;00800700;CALLE;DE;LOS YÉBENES;543700;CALLE;DE;OCAÑA
00127000;CALLE;DE;CAMARILLAS;00356700;PLAZA;DE LOS;HERMANOS FALCÓ Y ÁLVAREZ DE TOLEDO;252900;CALLE;DEL;DUQUE
00127200;CALLE;DE;CAMARINES;00556450;AVENIDA;DEL;PADRE HUIDOBRO;733700;CALLE;DE;TAMAJÓN
00127300;PASAJE;DE;CAMARMA DE ESTERUELAS;00606000;CALLE;DE;PRÁDENA DEL RINCÓN;364500;CALLE;DE;HORCAJUELO
00127350;CALLE;DE;CAMBADOS;00002670;AVENIDA;DE;MARUJA MALLO;31000607;CALLE;;PROVISIONAL CÁRCAVAS OESTE UNO
00000913;CALLE;DE;CAMBORIO;00001019;CALLE;DE LAS;MAREAS;912;CALLE;DE;VERDE VIENTO
00127400;CALLE;DE;CAMBRIJAS;00220800;CAMINO;DE LAS;CRUCES;597275;CALLE;DE;PIQUEÑAS
00127500;CALLE;DE;CAMBRILS;00166200;CALLE;DEL;CERRO DEL CASTAÑAR;578000;CALLE;DE LA;PEÑA DORADA
00127700;CALLE;DE LAS;CAMELIAS;00275600;CALLE;DE LA;ESPIREA;690600;CALLE;DEL;SÁNDALO
00127800;CALLE;DE;CAMICHI;00797600;CALLE;DE;VISTA BELLA;777860;CALLE;;VÍA CARPETANA
31000253;AVENIDA;DE;CAMILO JOSÉ CELA;00086100;CALLE;DE;AZCONA;210200;CALLE;DEL;CORAZÓN DE MARÍA
00790100;CALLE;DEL;CAMINO DE LOS VINATEROS;00570400;AVENIDA;DE LA;PAZ;587500;CALLE;DEL;PICO DE LOS ARTILLEROS
00002798;AVENIDA;DEL;CAMINO DE SANTIAGO;00002805;CALLE;DEL;PUERTO DE SOMPORT;2848;PLAZA;DEL;OBRADOIRO
00433500;CALLE;DEL;CAMINO VIEJO DE LEGANÉS;00332700;CALLE;DEL;GENERAL RICARDOS;2400;AVENIDA;DE;ABRANTES
00127875;CALLE;DEL;CAMINO VIEJO DE VILLAVERDE;00600400;AVENIDA;DE LOS;POBLADOS;31000007;CALLE;DEL;SIMCA
00127880;CALLE;DE LOS;CAMINOS;00149500;CALLE;DEL;CARRIL DEL CONDE;619550;CALLE;DE;PUERTO DE SANTA MARÍA
00905058;PASEO;DE;CAMOENS Y VALERO;00651600;PASEO;DE;RUPERTO CHAPÍ;305100;CALLE;DE;FRANCISCO Y JACINTO ALCÁNTARA
00128100;PLAZA;DE;CAMORRITOS;00202300;CALLE;DEL;CONCEJAL JULIO GÓMEZ;793800;CALLE;DE LA;VIRGEN DE LLUC
00128300;CALLE;DEL;CAMPANAR;00651400;CALLE;DE;RUIZ PERELLÓ;746500;AVENIDA;DE LOS;TOREROS
00128400;GLORIETA;DEL;CAMPANAR;00307100;CALLE;DE;FRANCISCO NAVACERRADA;128300;CALLE;DEL;CAMPANAR
31000360;CALLE;DE LAS;CAMPANAS;00084000;AVENIDA;DE LA;AVIACIÓN;31000353;CALLE;DE LAS;TROMPAS
00128600;CALLE;DE LAS;CAMPANILLAS;00121300;CALLE;DE;CABEZA REINA;31000434;JARDIN;DEL;CERRO VENTOSO
00128700;CALLE;DE LA;CAMPAÑA;00176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO;299900;CALLE;DE LA;FORTALEZA
00128700;CALLE;DE LA;CAMPAÑA;00176100;CARRETERA;DE;COLMENAR VIEJO;299900;CALLE;DE LA;FORTALEZA
00128800;CALLE;DE;CAMPASPERO;00340100;CALLE;DE;GÓMEZNARRO;109900;CALLE;DE;BOECILLO
00002546;CALLE;DE;CAMPECHE;00018900;CALLE;DE;ALCALÁ;2545;CALLE;DE;IQUITOS
00128850;CALLE;DE;CAMPEZO;00064400;AVENIDA;DE;ARAGÓN;905576;VIA;;FERROCARRIL ENLACES FERROVIARIOS
00128900;CALLE;DEL;CAMPILLO;00547000;PASEO;DE LOS;OLIVOS;20300;CALLE;DE;ALCÁZAR DE SAN JUAN
00000794;CALLE;DE;CAMPILLO DE ARENAS;00021200;CALLE;DE;ALCORES;789900;CALLE;DE;VILLUERCAS
00129000;PLAZA;DEL;CAMPILLO DEL MUNDO NUEVO;00142500;CALLE;DE;CARLOS ARNICHES;142500;CALLE;DE;CARLOS ARNICHES
00129100;CALLE;DE LA;CAMPIÑA;00634700;PLAZA;DE LAS;REGIONES;709600;CALLE;DE LA;SERENA
00000980;CALLE;DEL;CAMPO;00000978;AVENIDA;DE LA;PERLA;54200;CALLE;DE;ANTEQUERA
00001431;AVENIDA;DEL;CAMPO DE CALATRAVA;00006700;CALLE;DE;AFUERAS A VALVERDE;1432;CALLE;DE LA;CUEVA DE MONTESINOS
00129300;PLAZA;DEL;CAMPO DE CRIPTANA;00745500;CALLE;DE;TOMELLOSO;703400;CALLE;DEL;SANTUARIO
00002812;CALLE;DEL;CAMPO DE LA ESTRELLA;00002801;CALLE;DE;SAN JUAN DE ORTEGA;2803;PASEO;DE;SAN MILLÁN DE LA COGOLLA
00129450;CALLE;DEL;CAMPO DE LA PALOMA;00285225;CALLE;DE LOS;EXTREMEÑOS;624825;AVENIDA;DE;RAFAEL ALBERTI
00002908;CALLE;DEL;CAMPO DE LA TORRE;00002905;CALLE;DE LA;DEHESA DE VICÁLVARO;2903;AVENIDA;DE LA;GRAN VÍA DEL ESTE
00001435;CALLE;DEL;CAMPO DE MONTIEL;00006700;CALLE;DE;AFUERAS A VALVERDE;1434;CALLE;DE;CASILDEA DE VANDALIA
00129500;CALLE;DEL;CAMPO FLORIDO;00013700;CALLE;DE;CLAUDIO SÁNCHEZ ALBORNOZ;85500;CALLE;DE;AYLLÓN
00129700;CALLE;DE;CAMPO REAL;00035500;CALLE;DE;ALONSO NÚÑEZ;545100;CALLE;DE;OFELIA NIETO
00129800;PASAJE;DE;CAMPO REAL;00539500;PLAZA;DE;NUESTRA SEÑORA DEL PILAR;458700;PASAJE;DE;MANGIRÓN
00129900;CALLE;DE;CAMPOAMOR;00295400;CALLE;DE;FERNANDO VI;334800;CALLE;DE;GÉNOVA
00130000;CALLE;DE;CAMPOMANES;00378200;PLAZA;DE;ISABEL II;702200;CUESTA;DE;SANTO DOMINGO
00130100;CALLE;DE;CAMPORREDONDO;00128800;CALLE;DE;CAMPASPERO;2284;CALLE;DEL;RÍO DUERO
00130175;CALLE;DE LOS;CAMPOS DE CASTILLA;00607400;CALLE;DE;PRADO MERINERO;1826;CALLE;DE LA;FORSITIA
00130200;CALLE;DE;CAMPOS IBÁÑEZ;00413900;CALLE;DE;JUAN JOSÉ MARTÍNEZ SECO;2694;CALLE;DE;PILAR LORENGAR
00130300;CALLE;DE;CAMPOTEJAR;00549560;AVENIDA;DE;ORCASUR;99000001;LUGAR;;FONDO DE SACO
31001238;AVENIDA;DEL;CAMPUS SUR;31001239;CALLE;DE;ALAN TURING;99000001;LUGAR;;FONDO DE SACO
00130400;CALLE;DE;CAMPUZANO;00018900;CALLE;DE;ALCALÁ;43300;CALLE;DE;AMÓS DE ESCALANTE
00130500;PASAJE;DE;CAN MAYOR;00586600;CALLE;DEL;PEZ AUSTRAL;99000001;LUGAR;;FONDO DE SACO
00130600;PASAJE;DE;CAN MENOR;00586600;CALLE;DEL;PEZ AUSTRAL;99000001;LUGAR;;FONDO DE SACO
00905650;CAMINO;DEL;CANAL;00905556;CAMINO;DEL;MONTE VIEJO;905094;VIA;;FERROCARRIL DE MADRID CHAMARTÍN A BURGOS
31000240;PLAZA;DEL;CANAL DE ISABEL II;00114600;CALLE;DE;BRAVO MURILLO;538000;CALLE;DE;NUESTRA SEÑORA DEL CARMEN
00131400;CALLE;DEL;CANAL DE LA MANCHA;00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO;677900;CALLE;DE;SAN MARIANO
00000755;CALLE;DEL;CANAL DE MOZAMBIQUE;00491850;CALLE;DE;MARTÍNEZ VILLERGAS;754;CALLE;DEL;CANAL DE PANAMÁ
